Title: Minimum Temperature of All station during year 2000 to 2022

SL.	Station	Year	Month	Temperature (Deg.Cel)
1	Dinajpur (10120)	2000	1	10.81
2	Dinajpur (10120)	2000	2	12.01
3	Dinajpur (10120)	2000	3	16.57
4	Dinajpur (10120)	2000	4	20.98
5	Dinajpur (10120)	2000	5	23.68
6	Dinajpur (10120)	2000	6	25.88
7	Dinajpur (10120)	2000	7	26.39
8	Dinajpur (10120)	2000	8	26.49
9	Dinajpur (10120)	2000	9	25.06
10	Dinajpur (10120)	2000	10	22.94
11	Dinajpur (10120)	2000	11	17.62
12	Dinajpur (10120)	2000	12	11.49
13	Dinajpur (10120)	2001	1	9.65
14	Dinajpur (10120)	2001	2	12.70
15	Dinajpur (10120)	2001	3	17.21
16	Dinajpur (10120)	2001	4	21.33
17	Dinajpur (10120)	2001	5	23.33
18	Dinajpur (10120)	2001	6	25.36
19	Dinajpur (10120)	2001	7	26.52
20	Dinajpur (10120)	2001	8	26.75
21	Dinajpur (10120)	2001	9	25.64
22	Dinajpur (10120)	2001	10	23.42
23	Dinajpur (10120)	2001	11	18.56
24	Dinajpur (10120)	2001	12	12.62
25	Dinajpur (10120)	2002	1	11.86
26	Dinajpur (10120)	2002	2	13.72
27	Dinajpur (10120)	2002	3	17.90
28	Dinajpur (10120)	2002	4	21.34
29	Dinajpur (10120)	2002	5	23.73
30	Dinajpur (10120)	2002	6	25.01
31	Dinajpur (10120)	2002	7	25.69
32	Dinajpur (10120)	2002	8	26.15
33	Dinajpur (10120)	2002	9	25.25
34	Dinajpur (10120)	2002	10	22.01
35	Dinajpur (10120)	2002	11	17.50
36	Dinajpur (10120)	2002	12	13.19
37	Dinajpur (10120)	2003	1	8.19
38	Dinajpur (10120)	2003	2	13.78
39	Dinajpur (10120)	2003	3	17.07
40	Dinajpur (10120)	2003	4	21.28
41	Dinajpur (10120)	2003	5	23.32
42	Dinajpur (10120)	2003	6	25.10
43	Dinajpur (10120)	2003	7	26.34
44	Dinajpur (10120)	2003	8	26.79
45	Dinajpur (10120)	2003	9	25.84
46	Dinajpur (10120)	2003	10	23.11
47	Dinajpur (10120)	2003	11	17.12
48	Dinajpur (10120)	2003	12	12.95
49	Dinajpur (10120)	2004	1	10.57
50	Dinajpur (10120)	2004	2	12.86
51	Dinajpur (10120)	2004	3	19.57
52	Dinajpur (10120)	2004	4	20.98
53	Dinajpur (10120)	2004	5	23.84
54	Dinajpur (10120)	2004	6	25.19
55	Dinajpur (10120)	2004	7	25.48
56	Dinajpur (10120)	2004	8	26.48
57	Dinajpur (10120)	2004	9	25.26
58	Dinajpur (10120)	2004	10	21.41
59	Dinajpur (10120)	2004	11	15.68
60	Dinajpur (10120)	2004	12	12.79
61	Dinajpur (10120)	2005	1	10.95
62	Dinajpur (10120)	2005	2	14.59
63	Dinajpur (10120)	2005	3	19.33
64	Dinajpur (10120)	2005	4	21.71
65	Dinajpur (10120)	2005	5	23.14
66	Dinajpur (10120)	2005	6	25.29
67	Dinajpur (10120)	2005	7	26.13
68	Dinajpur (10120)	2005	8	26.48
69	Dinajpur (10120)	2005	9	26.36
70	Dinajpur (10120)	2005	10	22.35
71	Dinajpur (10120)	2005	11	16.35
72	Dinajpur (10120)	2005	12	12.24
73	Dinajpur (10120)	2006	1	11.02
74	Dinajpur (10120)	2006	2	16.55
75	Dinajpur (10120)	2006	3	17.71
76	Dinajpur (10120)	2006	4	21.37
77	Dinajpur (10120)	2006	5	23.86
78	Dinajpur (10120)	2006	6	25.33
79	Dinajpur (10120)	2006	7	26.60
80	Dinajpur (10120)	2006	8	26.61
81	Dinajpur (10120)	2006	9	25.05
82	Dinajpur (10120)	2006	10	22.67
83	Dinajpur (10120)	2006	11	17.47
84	Dinajpur (10120)	2006	12	13.15
85	Dinajpur (10120)	2007	1	9.87
86	Dinajpur (10120)	2007	2	14.37
87	Dinajpur (10120)	2007	3	17.12
88	Dinajpur (10120)	2007	4	22.07
89	Dinajpur (10120)	2007	5	24.52
90	Dinajpur (10120)	2007	6	25.34
91	Dinajpur (10120)	2007	7	26.13
92	Dinajpur (10120)	2007	8	26.71
93	Dinajpur (10120)	2007	9	25.66
94	Dinajpur (10120)	2007	10	23.07
95	Dinajpur (10120)	2007	11	17.71
96	Dinajpur (10120)	2007	12	11.94
97	Dinajpur (10120)	2008	1	11.77
98	Dinajpur (10120)	2008	2	12.26
99	Dinajpur (10120)	2008	3	18.94
100	Dinajpur (10120)	2008	4	21.79
101	Dinajpur (10120)	2008	5	23.45
102	Dinajpur (10120)	2008	6	25.61
103	Dinajpur (10120)	2008	7	26.15
104	Dinajpur (10120)	2008	8	26.08
105	Dinajpur (10120)	2008	9	25.71
106	Dinajpur (10120)	2008	10	22.52
107	Dinajpur (10120)	2008	11	16.47
108	Dinajpur (10120)	2008	12	15.27
109	Dinajpur (10120)	2009	1	12.51
110	Dinajpur (10120)	2009	2	14.01
111	Dinajpur (10120)	2009	3	17.59
112	Dinajpur (10120)	2009	4	21.99
113	Dinajpur (10120)	2009	5	23.62
114	Dinajpur (10120)	2009	6	25.85
115	Dinajpur (10120)	2009	7	26.55
116	Dinajpur (10120)	2009	8	26.31
117	Dinajpur (10120)	2009	9	26.23
118	Dinajpur (10120)	2009	10	22.45
119	Dinajpur (10120)	2009	11	17.13
120	Dinajpur (10120)	2009	12	12.29
121	Dinajpur (10120)	2010	1	10.09
122	Dinajpur (10120)	2010	2	13.11
123	Dinajpur (10120)	2010	3	19.17
124	Dinajpur (10120)	2010	4	23.50
125	Dinajpur (10120)	2010	5	24.23
126	Dinajpur (10120)	2010	6	25.29
127	Dinajpur (10120)	2010	7	26.70
128	Dinajpur (10120)	2010	8	26.80
129	Dinajpur (10120)	2010	9	25.86
130	Dinajpur (10120)	2010	10	23.11
131	Dinajpur (10120)	2010	11	18.21
132	Dinajpur (10120)	2010	12	11.93
133	Dinajpur (10120)	2011	1	9.18
134	Dinajpur (10120)	2011	2	13.83
135	Dinajpur (10120)	2011	3	17.85
136	Dinajpur (10120)	2011	4	21.39
137	Dinajpur (10120)	2011	5	23.34
138	Dinajpur (10120)	2011	6	25.47
139	Dinajpur (10120)	2011	7	26.29
140	Dinajpur (10120)	2011	8	26.14
141	Dinajpur (10120)	2011	9	26.09
142	Dinajpur (10120)	2011	10	23.44
143	Dinajpur (10120)	2011	11	16.49
144	Dinajpur (10120)	2011	12	12.08
145	Dinajpur (10120)	2012	1	10.71
146	Dinajpur (10120)	2012	2	13.10
147	Dinajpur (10120)	2012	3	17.23
148	Dinajpur (10120)	2012	4	21.68
149	Dinajpur (10120)	2012	5	24.31
150	Dinajpur (10120)	2012	6	25.71
151	Dinajpur (10120)	2012	7	26.74
152	Dinajpur (10120)	2012	8	27.05
153	Dinajpur (10120)	2012	9	25.81
154	Dinajpur (10120)	2012	10	21.59
155	Dinajpur (10120)	2012	11	15.02
156	Dinajpur (10120)	2012	12	11.75
157	Dinajpur (10120)	2013	1	8.51
158	Dinajpur (10120)	2013	2	13.88
159	Dinajpur (10120)	2013	3	17.95
160	Dinajpur (10120)	2013	4	21.28
161	Dinajpur (10120)	2013	5	23.87
162	Dinajpur (10120)	2013	6	26.45
163	Dinajpur (10120)	2013	7	26.89
164	Dinajpur (10120)	2013	8	26.13
165	Dinajpur (10120)	2013	9	26.02
166	Dinajpur (10120)	2013	10	22.30
167	Dinajpur (10120)	2013	11	15.11
168	Dinajpur (10120)	2013	12	12.28
169	Dinajpur (10120)	2014	1	11.19
170	Dinajpur (10120)	2014	2	12.46
171	Dinajpur (10120)	2014	3	17.05
172	Dinajpur (10120)	2014	4	21.21
173	Dinajpur (10120)	2014	5	23.97
174	Dinajpur (10120)	2014	6	25.90
175	Dinajpur (10120)	2014	7	26.86
176	Dinajpur (10120)	2014	8	26.55
177	Dinajpur (10120)	2014	9	25.27
178	Dinajpur (10120)	2014	10	22.27
179	Dinajpur (10120)	2014	11	16.20
180	Dinajpur (10120)	2014	12	12.45
181	Dinajpur (10120)	2015	1	11.42
182	Dinajpur (10120)	2015	2	14.35
183	Dinajpur (10120)	2015	3	17.79
184	Dinajpur (10120)	2015	4	20.99
185	Dinajpur (10120)	2015	5	23.96
186	Dinajpur (10120)	2015	6	26.11
187	Dinajpur (10120)	2015	7	26.40
188	Dinajpur (10120)	2015	8	26.35
189	Dinajpur (10120)	2015	9	25.82
190	Dinajpur (10120)	2015	10	22.71
191	Dinajpur (10120)	2015	11	17.20
192	Dinajpur (10120)	2015	12	11.61
193	Dinajpur (10120)	2016	1	10.28
194	Dinajpur (10120)	2016	2	13.98
195	Dinajpur (10120)	2016	3	18.81
196	Dinajpur (10120)	2016	4	22.98
197	Dinajpur (10120)	2016	5	23.34
198	Dinajpur (10120)	2016	6	26.17
199	Dinajpur (10120)	2016	7	26.51
200	Dinajpur (10120)	2016	8	26.91
201	Dinajpur (10120)	2016	9	25.64
202	Dinajpur (10120)	2016	10	23.28
203	Dinajpur (10120)	2016	11	16.74
204	Dinajpur (10120)	2016	12	13.30
205	Dinajpur (10120)	2017	1	10.89
206	Dinajpur (10120)	2017	2	13.40
207	Dinajpur (10120)	2017	3	16.75
208	Dinajpur (10120)	2017	4	21.48
209	Dinajpur (10120)	2017	5	23.75
210	Dinajpur (10120)	2017	6	26.04
211	Dinajpur (10120)	2017	7	26.60
212	Dinajpur (10120)	2017	8	26.75
213	Dinajpur (10120)	2017	9	26.37
214	Dinajpur (10120)	2017	10	23.61
215	Dinajpur (10120)	2017	11	16.39
216	Dinajpur (10120)	2017	12	13.56
217	Dinajpur (10120)	2018	1	8.80
218	Dinajpur (10120)	2018	2	13.59
219	Dinajpur (10120)	2018	3	18.50
220	Dinajpur (10120)	2018	4	21.74
221	Dinajpur (10120)	2018	5	23.13
222	Dinajpur (10120)	2018	6	25.96
223	Dinajpur (10120)	2018	7	27.03
224	Dinajpur (10120)	2018	8	26.98
225	Dinajpur (10120)	2018	9	26.11
226	Dinajpur (10120)	2018	10	21.48
227	Dinajpur (10120)	2018	11	15.71
228	Dinajpur (10120)	2018	12	11.35
229	Dinajpur (10120)	2019	1	10.44
230	Dinajpur (10120)	2019	2	13.76
231	Dinajpur (10120)	2019	3	16.60
232	Dinajpur (10120)	2019	4	21.48
233	Dinajpur (10120)	2019	5	23.75
234	Dinajpur (10120)	2019	6	25.57
235	Dinajpur (10120)	2019	7	26.56
236	Dinajpur (10120)	2019	8	26.99
237	Dinajpur (10120)	2019	9	25.72
238	Dinajpur (10120)	2019	10	22.68
239	Dinajpur (10120)	2019	11	18.22
240	Dinajpur (10120)	2019	12	11.40
241	Dinajpur (10120)	2020	1	10.92
242	Dinajpur (10120)	2020	2	11.93
243	Dinajpur (10120)	2020	3	17.55
244	Dinajpur (10120)	2020	4	20.14
245	Dinajpur (10120)	2020	5	22.85
246	Dinajpur (10120)	2020	6	26.21
247	Dinajpur (10120)	2020	7	26.46
248	Dinajpur (10120)	2020	8	27.08
249	Dinajpur (10120)	2020	9	25.98
250	Dinajpur (10120)	2020	10	24.35
251	Dinajpur (10120)	2020	11	16.22
252	Dinajpur (10120)	2020	12	12.53
253	Dinajpur (10120)	2021	1	11.15
254	Dinajpur (10120)	2021	2	12.93
255	Dinajpur (10120)	2021	3	18.29
256	Dinajpur (10120)	2021	4	21.76
257	Dinajpur (10120)	2021	5	23.94
258	Dinajpur (10120)	2021	6	26.02
259	Dinajpur (10120)	2021	7	27.00
260	Dinajpur (10120)	2021	8	26.55
261	Dinajpur (10120)	2021	9	26.04
262	Dinajpur (10120)	2021	10	23.74
263	Dinajpur (10120)	2021	11	16.30
264	Dinajpur (10120)	2021	12	12.95
265	Dinajpur (10120)	2022	1	11.40
266	Dinajpur (10120)	2022	2	12.26
267	Dinajpur (10120)	2022	3	19.16
268	Dinajpur (10120)	2022	4	23.28
269	Dinajpur (10120)	2022	5	23.77
270	Dinajpur (10120)	2022	6	24.91
271	Dinajpur (10120)	2022	7	27.33
272	Dinajpur (10120)	2022	8	26.85
273	Dinajpur (10120)	2022	9	26.16
274	Dinajpur (10120)	2022	10	22.84
275	Dinajpur (10120)	2022	11	16.84
276	Dinajpur (10120)	2022	12	13.44
277	Rangpur (10208)	2000	1	11.05
278	Rangpur (10208)	2000	2	12.03
279	Rangpur (10208)	2000	3	16.67
280	Rangpur (10208)	2000	4	21.35
281	Rangpur (10208)	2000	5	23.62
282	Rangpur (10208)	2000	6	25.59
283	Rangpur (10208)	2000	7	26.26
284	Rangpur (10208)	2000	8	26.20
285	Rangpur (10208)	2000	9	24.80
286	Rangpur (10208)	2000	10	23.04
287	Rangpur (10208)	2000	11	18.22
288	Rangpur (10208)	2000	12	12.19
289	Rangpur (10208)	2001	1	9.76
290	Rangpur (10208)	2001	2	13.39
291	Rangpur (10208)	2001	3	16.84
292	Rangpur (10208)	2001	4	21.59
293	Rangpur (10208)	2001	5	23.07
294	Rangpur (10208)	2001	6	25.43
295	Rangpur (10208)	2001	7	26.43
296	Rangpur (10208)	2001	8	26.40
297	Rangpur (10208)	2001	9	25.66
298	Rangpur (10208)	2001	10	23.29
299	Rangpur (10208)	2001	11	19.26
300	Rangpur (10208)	2001	12	13.31
301	Rangpur (10208)	2002	1	12.46
302	Rangpur (10208)	2002	2	14.22
303	Rangpur (10208)	2002	3	17.92
304	Rangpur (10208)	2002	4	20.96
305	Rangpur (10208)	2002	5	23.46
306	Rangpur (10208)	2002	6	24.92
307	Rangpur (10208)	2002	7	25.82
308	Rangpur (10208)	2002	8	26.12
309	Rangpur (10208)	2002	9	25.36
310	Rangpur (10208)	2002	10	22.48
311	Rangpur (10208)	2002	11	18.11
312	Rangpur (10208)	2002	12	14.10
313	Rangpur (10208)	2003	1	9.27
314	Rangpur (10208)	2003	2	14.10
315	Rangpur (10208)	2003	3	17.22
316	Rangpur (10208)	2003	4	21.47
317	Rangpur (10208)	2003	5	23.34
318	Rangpur (10208)	2003	6	24.91
319	Rangpur (10208)	2003	7	26.23
320	Rangpur (10208)	2003	8	26.95
321	Rangpur (10208)	2003	9	25.80
322	Rangpur (10208)	2003	10	23.31
323	Rangpur (10208)	2003	11	17.63
324	Rangpur (10208)	2003	12	14.26
325	Rangpur (10208)	2004	1	11.28
326	Rangpur (10208)	2004	2	13.90
327	Rangpur (10208)	2004	3	20.27
328	Rangpur (10208)	2004	4	21.16
329	Rangpur (10208)	2004	5	23.47
330	Rangpur (10208)	2004	6	25.12
331	Rangpur (10208)	2004	7	25.45
332	Rangpur (10208)	2004	8	26.43
333	Rangpur (10208)	2004	9	25.09
334	Rangpur (10208)	2004	10	22.03
335	Rangpur (10208)	2004	11	17.02
336	Rangpur (10208)	2004	12	13.97
337	Rangpur (10208)	2005	1	11.71
338	Rangpur (10208)	2005	2	14.81
339	Rangpur (10208)	2005	3	19.03
340	Rangpur (10208)	2005	4	21.67
341	Rangpur (10208)	2005	5	22.61
342	Rangpur (10208)	2005	6	24.63
343	Rangpur (10208)	2005	7	25.85
344	Rangpur (10208)	2005	8	26.19
345	Rangpur (10208)	2005	9	25.89
346	Rangpur (10208)	2005	10	22.64
347	Rangpur (10208)	2005	11	17.19
348	Rangpur (10208)	2005	12	13.50
349	Rangpur (10208)	2006	1	11.95
350	Rangpur (10208)	2006	2	16.81
351	Rangpur (10208)	2006	3	17.47
352	Rangpur (10208)	2006	4	21.19
353	Rangpur (10208)	2006	5	23.76
354	Rangpur (10208)	2006	6	25.31
355	Rangpur (10208)	2006	7	26.47
356	Rangpur (10208)	2006	8	26.54
357	Rangpur (10208)	2006	9	25.19
358	Rangpur (10208)	2006	10	22.96
359	Rangpur (10208)	2006	11	18.00
360	Rangpur (10208)	2006	12	13.74
361	Rangpur (10208)	2007	1	10.38
362	Rangpur (10208)	2007	2	14.71
363	Rangpur (10208)	2007	3	17.19
364	Rangpur (10208)	2007	4	21.88
365	Rangpur (10208)	2007	5	24.53
366	Rangpur (10208)	2007	6	25.31
367	Rangpur (10208)	2007	7	25.93
368	Rangpur (10208)	2007	8	26.87
369	Rangpur (10208)	2007	9	25.72
370	Rangpur (10208)	2007	10	23.36
371	Rangpur (10208)	2007	11	18.74
372	Rangpur (10208)	2007	12	12.60
373	Rangpur (10208)	2008	1	12.06
374	Rangpur (10208)	2008	2	12.70
375	Rangpur (10208)	2008	3	19.01
376	Rangpur (10208)	2008	4	21.68
377	Rangpur (10208)	2008	5	23.22
378	Rangpur (10208)	2008	6	25.16
379	Rangpur (10208)	2008	7	25.98
380	Rangpur (10208)	2008	8	25.70
381	Rangpur (10208)	2008	9	25.58
382	Rangpur (10208)	2008	10	22.78
383	Rangpur (10208)	2008	11	17.32
384	Rangpur (10208)	2008	12	15.62
385	Rangpur (10208)	2009	1	13.20
386	Rangpur (10208)	2009	2	14.03
387	Rangpur (10208)	2009	3	17.70
388	Rangpur (10208)	2009	4	22.14
389	Rangpur (10208)	2009	5	23.65
390	Rangpur (10208)	2009	6	25.55
391	Rangpur (10208)	2009	7	26.36
392	Rangpur (10208)	2009	8	26.06
393	Rangpur (10208)	2009	9	26.21
394	Rangpur (10208)	2009	10	22.75
395	Rangpur (10208)	2009	11	17.74
396	Rangpur (10208)	2009	12	12.91
397	Rangpur (10208)	2010	1	10.52
398	Rangpur (10208)	2010	2	13.14
399	Rangpur (10208)	2010	3	19.18
400	Rangpur (10208)	2010	4	23.09
401	Rangpur (10208)	2010	5	23.54
402	Rangpur (10208)	2010	6	24.62
403	Rangpur (10208)	2010	7	26.63
404	Rangpur (10208)	2010	8	26.59
405	Rangpur (10208)	2010	9	25.55
406	Rangpur (10208)	2010	10	23.54
407	Rangpur (10208)	2010	11	18.59
408	Rangpur (10208)	2010	12	12.71
409	Rangpur (10208)	2011	1	9.64
410	Rangpur (10208)	2011	2	13.96
411	Rangpur (10208)	2011	3	18.34
412	Rangpur (10208)	2011	4	21.31
413	Rangpur (10208)	2011	5	23.19
414	Rangpur (10208)	2011	6	25.28
415	Rangpur (10208)	2011	7	26.05
416	Rangpur (10208)	2011	8	26.05
417	Rangpur (10208)	2011	9	26.15
418	Rangpur (10208)	2011	10	23.84
419	Rangpur (10208)	2011	11	17.40
420	Rangpur (10208)	2011	12	12.95
421	Rangpur (10208)	2012	1	10.96
422	Rangpur (10208)	2012	2	12.90
423	Rangpur (10208)	2012	3	17.12
424	Rangpur (10208)	2012	4	21.55
425	Rangpur (10208)	2012	5	23.92
426	Rangpur (10208)	2012	6	25.28
427	Rangpur (10208)	2012	7	26.29
428	Rangpur (10208)	2012	8	26.85
429	Rangpur (10208)	2012	9	25.78
430	Rangpur (10208)	2012	10	22.37
431	Rangpur (10208)	2012	11	16.27
432	Rangpur (10208)	2012	12	12.90
433	Rangpur (10208)	2013	1	9.07
434	Rangpur (10208)	2013	2	14.23
435	Rangpur (10208)	2013	3	18.24
436	Rangpur (10208)	2013	4	21.44
437	Rangpur (10208)	2013	5	23.74
438	Rangpur (10208)	2013	6	26.39
439	Rangpur (10208)	2013	7	26.81
440	Rangpur (10208)	2013	8	26.18
441	Rangpur (10208)	2013	9	26.14
442	Rangpur (10208)	2013	10	23.19
443	Rangpur (10208)	2013	11	16.85
444	Rangpur (10208)	2013	12	13.66
445	Rangpur (10208)	2014	1	11.95
446	Rangpur (10208)	2014	2	12.88
447	Rangpur (10208)	2014	3	17.48
448	Rangpur (10208)	2014	4	21.48
449	Rangpur (10208)	2014	5	23.87
450	Rangpur (10208)	2014	6	26.24
451	Rangpur (10208)	2014	7	26.84
452	Rangpur (10208)	2014	8	26.05
453	Rangpur (10208)	2014	9	25.35
454	Rangpur (10208)	2014	10	23.03
455	Rangpur (10208)	2014	11	17.81
456	Rangpur (10208)	2014	12	13.17
457	Rangpur (10208)	2015	1	12.00
458	Rangpur (10208)	2015	2	14.36
459	Rangpur (10208)	2015	3	18.19
460	Rangpur (10208)	2015	4	20.97
461	Rangpur (10208)	2015	5	23.37
462	Rangpur (10208)	2015	6	25.51
463	Rangpur (10208)	2015	7	26.64
464	Rangpur (10208)	2015	8	26.43
465	Rangpur (10208)	2015	9	25.84
466	Rangpur (10208)	2015	10	23.57
467	Rangpur (10208)	2015	11	18.63
468	Rangpur (10208)	2015	12	12.88
469	Rangpur (10208)	2016	1	11.45
470	Rangpur (10208)	2016	2	15.17
471	Rangpur (10208)	2016	3	18.39
472	Rangpur (10208)	2016	4	21.62
473	Rangpur (10208)	2016	5	21.70
474	Rangpur (10208)	2016	6	25.88
475	Rangpur (10208)	2016	7	26.23
476	Rangpur (10208)	2016	8	26.80
477	Rangpur (10208)	2016	9	25.54
478	Rangpur (10208)	2016	10	23.72
479	Rangpur (10208)	2016	11	18.18
480	Rangpur (10208)	2016	12	14.51
481	Rangpur (10208)	2017	1	11.96
482	Rangpur (10208)	2017	2	14.35
483	Rangpur (10208)	2017	3	17.23
484	Rangpur (10208)	2017	4	21.80
485	Rangpur (10208)	2017	5	23.47
486	Rangpur (10208)	2017	6	25.86
487	Rangpur (10208)	2017	7	26.41
488	Rangpur (10208)	2017	8	26.64
489	Rangpur (10208)	2017	9	26.26
490	Rangpur (10208)	2017	10	24.00
491	Rangpur (10208)	2017	11	17.63
492	Rangpur (10208)	2017	12	14.93
493	Rangpur (10208)	2018	1	9.41
494	Rangpur (10208)	2018	2	14.15
495	Rangpur (10208)	2018	3	19.00
496	Rangpur (10208)	2018	4	21.49
497	Rangpur (10208)	2018	5	22.95
498	Rangpur (10208)	2018	6	25.76
499	Rangpur (10208)	2018	7	27.14
500	Rangpur (10208)	2018	8	27.00
501	Rangpur (10208)	2018	9	26.03
502	Rangpur (10208)	2018	10	22.25
503	Rangpur (10208)	2018	11	17.33
504	Rangpur (10208)	2018	12	12.60
505	Rangpur (10208)	2019	1	11.56
506	Rangpur (10208)	2019	2	14.45
507	Rangpur (10208)	2019	3	17.33
508	Rangpur (10208)	2019	4	21.69
509	Rangpur (10208)	2019	5	23.32
510	Rangpur (10208)	2019	6	25.45
511	Rangpur (10208)	2019	7	26.42
512	Rangpur (10208)	2019	8	27.31
513	Rangpur (10208)	2019	9	25.84
514	Rangpur (10208)	2019	10	23.12
515	Rangpur (10208)	2019	11	19.47
516	Rangpur (10208)	2019	12	12.73
517	Rangpur (10208)	2020	1	11.92
518	Rangpur (10208)	2020	2	12.84
519	Rangpur (10208)	2020	3	17.75
520	Rangpur (10208)	2020	4	20.60
521	Rangpur (10208)	2020	5	23.28
522	Rangpur (10208)	2020	6	26.07
523	Rangpur (10208)	2020	7	26.21
524	Rangpur (10208)	2020	8	27.05
525	Rangpur (10208)	2020	9	26.01
526	Rangpur (10208)	2020	10	24.78
527	Rangpur (10208)	2020	11	17.90
528	Rangpur (10208)	2020	12	13.72
529	Rangpur (10208)	2021	1	12.21
530	Rangpur (10208)	2021	2	13.95
531	Rangpur (10208)	2021	3	18.99
532	Rangpur (10208)	2021	4	22.23
533	Rangpur (10208)	2021	5	23.92
534	Rangpur (10208)	2021	6	26.00
535	Rangpur (10208)	2021	7	26.84
536	Rangpur (10208)	2021	8	26.36
537	Rangpur (10208)	2021	9	26.16
538	Rangpur (10208)	2021	10	24.37
539	Rangpur (10208)	2021	11	17.65
540	Rangpur (10208)	2021	12	14.51
541	Rangpur (10208)	2022	1	12.39
542	Rangpur (10208)	2022	2	13.17
543	Rangpur (10208)	2022	3	20.12
544	Rangpur (10208)	2022	4	23.09
545	Rangpur (10208)	2022	5	24.04
546	Rangpur (10208)	2022	6	25.15
547	Rangpur (10208)	2022	7	27.20
548	Rangpur (10208)	2022	8	26.77
549	Rangpur (10208)	2022	9	26.04
550	Rangpur (10208)	2022	10	23.65
551	Rangpur (10208)	2022	11	18.44
552	Rangpur (10208)	2022	12	14.74
553	Rajshahi (10320)	2000	1	10.66
554	Rajshahi (10320)	2000	2	12.93
555	Rajshahi (10320)	2000	3	17.55
556	Rajshahi (10320)	2000	4	23.12
557	Rajshahi (10320)	2000	5	24.29
558	Rajshahi (10320)	2000	6	25.89
559	Rajshahi (10320)	2000	7	26.64
560	Rajshahi (10320)	2000	8	26.44
561	Rajshahi (10320)	2000	9	25.31
562	Rajshahi (10320)	2000	10	23.99
563	Rajshahi (10320)	2000	11	18.33
564	Rajshahi (10320)	2000	12	12.69
565	Rajshahi (10320)	2001	1	9.40
566	Rajshahi (10320)	2001	2	12.87
567	Rajshahi (10320)	2001	3	17.46
568	Rajshahi (10320)	2001	4	22.86
569	Rajshahi (10320)	2001	5	23.75
570	Rajshahi (10320)	2001	6	25.61
571	Rajshahi (10320)	2001	7	26.37
572	Rajshahi (10320)	2001	8	26.59
573	Rajshahi (10320)	2001	9	26.06
574	Rajshahi (10320)	2001	10	24.00
575	Rajshahi (10320)	2001	11	19.19
576	Rajshahi (10320)	2001	12	12.85
577	Rajshahi (10320)	2002	1	12.28
578	Rajshahi (10320)	2002	2	13.29
579	Rajshahi (10320)	2002	3	18.44
580	Rajshahi (10320)	2002	4	22.57
581	Rajshahi (10320)	2002	5	24.15
582	Rajshahi (10320)	2002	6	25.73
583	Rajshahi (10320)	2002	7	26.57
584	Rajshahi (10320)	2002	8	26.18
585	Rajshahi (10320)	2002	9	25.59
586	Rajshahi (10320)	2002	10	22.28
587	Rajshahi (10320)	2002	11	17.79
588	Rajshahi (10320)	2002	12	12.89
589	Rajshahi (10320)	2003	1	8.46
590	Rajshahi (10320)	2003	2	14.21
591	Rajshahi (10320)	2003	3	17.95
592	Rajshahi (10320)	2003	4	23.48
593	Rajshahi (10320)	2003	5	24.56
594	Rajshahi (10320)	2003	6	25.81
595	Rajshahi (10320)	2003	7	26.59
596	Rajshahi (10320)	2003	8	26.83
597	Rajshahi (10320)	2003	9	26.05
598	Rajshahi (10320)	2003	10	23.95
599	Rajshahi (10320)	2003	11	17.42
600	Rajshahi (10320)	2003	12	13.50
601	Rajshahi (10320)	2004	1	10.90
602	Rajshahi (10320)	2004	2	13.36
603	Rajshahi (10320)	2004	3	20.07
604	Rajshahi (10320)	2004	4	23.34
605	Rajshahi (10320)	2004	5	25.32
606	Rajshahi (10320)	2004	6	25.36
607	Rajshahi (10320)	2004	7	25.92
608	Rajshahi (10320)	2004	8	26.26
609	Rajshahi (10320)	2004	9	25.51
610	Rajshahi (10320)	2004	10	22.23
611	Rajshahi (10320)	2004	11	16.34
612	Rajshahi (10320)	2004	12	14.16
613	Rajshahi (10320)	2005	1	11.29
614	Rajshahi (10320)	2005	2	15.03
615	Rajshahi (10320)	2005	3	19.72
616	Rajshahi (10320)	2005	4	23.52
617	Rajshahi (10320)	2005	5	24.38
618	Rajshahi (10320)	2005	6	26.13
619	Rajshahi (10320)	2005	7	26.06
620	Rajshahi (10320)	2005	8	26.75
621	Rajshahi (10320)	2005	9	26.03
622	Rajshahi (10320)	2005	10	23.17
623	Rajshahi (10320)	2005	11	16.56
624	Rajshahi (10320)	2005	12	12.95
625	Rajshahi (10320)	2006	1	10.59
626	Rajshahi (10320)	2006	2	16.23
627	Rajshahi (10320)	2006	3	18.49
628	Rajshahi (10320)	2006	4	22.97
629	Rajshahi (10320)	2006	5	24.45
630	Rajshahi (10320)	2006	6	26.18
631	Rajshahi (10320)	2006	7	26.61
632	Rajshahi (10320)	2006	8	25.97
633	Rajshahi (10320)	2006	9	25.51
634	Rajshahi (10320)	2006	10	23.50
635	Rajshahi (10320)	2006	11	17.82
636	Rajshahi (10320)	2006	12	12.69
637	Rajshahi (10320)	2007	1	9.43
638	Rajshahi (10320)	2007	2	14.63
639	Rajshahi (10320)	2007	3	17.13
640	Rajshahi (10320)	2007	4	23.72
641	Rajshahi (10320)	2007	5	24.90
642	Rajshahi (10320)	2007	6	25.59
643	Rajshahi (10320)	2007	7	26.05
644	Rajshahi (10320)	2007	8	26.66
645	Rajshahi (10320)	2007	9	26.06
646	Rajshahi (10320)	2007	10	23.28
