Title: Minimum Temperature of All station during year 2000 to 2022

SL.	Station	Year	Month	Temperature (Deg.Cel)
1546	Sylhet (10705)	2013	10	23.10
1547	Sylhet (10705)	2013	11	17.35
1548	Sylhet (10705)	2013	12	14.57
1549	Sylhet (10705)	2014	1	13.09
1550	Sylhet (10705)	2014	2	14.11
1551	Sylhet (10705)	2014	3	18.06
1552	Sylhet (10705)	2014	4	21.91
1553	Sylhet (10705)	2014	5	23.26
1554	Sylhet (10705)	2014	6	25.49
1555	Sylhet (10705)	2014	7	25.95
1556	Sylhet (10705)	2014	8	25.53
1557	Sylhet (10705)	2014	9	24.94
1558	Sylhet (10705)	2014	10	23.09
1559	Sylhet (10705)	2014	11	18.93
1560	Sylhet (10705)	2014	12	15.23
1561	Sylhet (10705)	2015	1	14.76
1562	Sylhet (10705)	2015	2	15.05
1563	Sylhet (10705)	2015	3	18.74
1564	Sylhet (10705)	2015	4	20.91
1565	Sylhet (10705)	2015	5	22.68
1566	Sylhet (10705)	2015	6	25.11
1567	Sylhet (10705)	2015	7	25.89
1568	Sylhet (10705)	2015	8	25.52
1569	Sylhet (10705)	2015	9	25.26
1570	Sylhet (10705)	2015	10	23.41
1571	Sylhet (10705)	2015	11	18.99
1572	Sylhet (10705)	2015	12	14.73
1573	Sylhet (10705)	2016	1	13.43
1574	Sylhet (10705)	2016	2	17.62
1575	Sylhet (10705)	2016	3	20.48
1576	Sylhet (10705)	2016	4	21.63
1577	Sylhet (10705)	2016	5	23.17
1578	Sylhet (10705)	2016	6	25.50
1579	Sylhet (10705)	2016	7	25.74
1580	Sylhet (10705)	2016	8	26.21
1581	Sylhet (10705)	2016	9	25.48
1582	Sylhet (10705)	2016	10	24.45
1583	Sylhet (10705)	2016	11	19.34
1584	Sylhet (10705)	2016	12	16.31
1585	Sylhet (10705)	2017	1	14.23
1586	Sylhet (10705)	2017	2	16.18
1587	Sylhet (10705)	2017	3	18.26
1588	Sylhet (10705)	2017	4	21.04
1589	Sylhet (10705)	2017	5	23.21
1590	Sylhet (10705)	2017	6	24.96
1591	Sylhet (10705)	2017	7	25.78
1592	Sylhet (10705)	2017	8	25.54
1593	Sylhet (10705)	2017	9	25.64
1594	Sylhet (10705)	2017	10	23.55
1595	Sylhet (10705)	2017	11	19.45
1596	Sylhet (10705)	2017	12	16.60
1597	Sylhet (10705)	2018	1	13.48
1598	Sylhet (10705)	2018	2	16.32
1599	Sylhet (10705)	2018	3	19.59
1600	Sylhet (10705)	2018	4	21.10
1601	Sylhet (10705)	2018	5	22.59
1602	Sylhet (10705)	2018	6	24.96
1603	Sylhet (10705)	2018	7	25.95
1604	Sylhet (10705)	2018	8	25.70
1605	Sylhet (10705)	2018	9	25.44
1606	Sylhet (10705)	2018	10	22.27
1607	Sylhet (10705)	2018	11	18.30
1608	Sylhet (10705)	2018	12	15.21
1609	Sylhet (10705)	2019	1	13.80
1610	Sylhet (10705)	2019	2	15.70
1611	Sylhet (10705)	2019	3	19.06
1612	Sylhet (10705)	2019	4	21.37
1613	Sylhet (10705)	2019	5	22.95
1614	Sylhet (10705)	2019	6	25.45
1615	Sylhet (10705)	2019	7	25.71
1616	Sylhet (10705)	2019	8	26.37
1617	Sylhet (10705)	2019	9	25.55
1618	Sylhet (10705)	2019	10	23.37
1619	Sylhet (10705)	2019	11	19.82
1620	Sylhet (10705)	2019	12	14.93
1621	Sylhet (10705)	2020	1	13.68
1622	Sylhet (10705)	2020	2	15.14
1623	Sylhet (10705)	2020	3	18.75
1624	Sylhet (10705)	2020	4	21.17
1625	Sylhet (10705)	2020	5	23.03
1626	Sylhet (10705)	2020	6	25.30
1627	Sylhet (10705)	2020	7	25.78
1628	Sylhet (10705)	2020	8	26.45
1629	Sylhet (10705)	2020	9	25.68
1630	Sylhet (10705)	2020	10	25.14
1631	Sylhet (10705)	2020	11	19.51
1632	Sylhet (10705)	2020	12	14.89
1633	Sylhet (10705)	2021	1	14.19
1634	Sylhet (10705)	2021	2	15.23
1635	Sylhet (10705)	2021	3	20.51
1636	Sylhet (10705)	2021	4	22.14
1637	Sylhet (10705)	2021	5	23.78
1638	Sylhet (10705)	2021	6	25.34
1639	Sylhet (10705)	2021	7	25.84
1640	Sylhet (10705)	2021	8	25.39
1641	Sylhet (10705)	2021	9	25.96
1642	Sylhet (10705)	2021	10	24.56
1643	Sylhet (10705)	2021	11	18.49
1644	Sylhet (10705)	2021	12	15.91
1645	Sylhet (10705)	2022	1	14.45
1646	Sylhet (10705)	2022	2	13.97
1647	Sylhet (10705)	2022	3	20.17
1648	Sylhet (10705)	2022	4	22.23
1649	Sylhet (10705)	2022	5	23.32
1650	Sylhet (10705)	2022	6	24.54
1651	Sylhet (10705)	2022	7	25.87
1652	Sylhet (10705)	2022	8	26.20
1653	Sylhet (10705)	2022	9	25.57
1654	Sylhet (10705)	2022	10	23.47
1655	Sylhet (10705)	2022	11	19.55
1656	Sylhet (10705)	2022	12	16.57
1657	Srimongal (10724)	2000	1	9.75
1658	Srimongal (10724)	2000	2	12.12
1659	Srimongal (10724)	2000	3	17.61
1660	Srimongal (10724)	2000	4	21.49
1661	Srimongal (10724)	2000	5	22.59
1662	Srimongal (10724)	2000	6	24.81
1663	Srimongal (10724)	2000	7	25.15
1664	Srimongal (10724)	2000	8	24.95
1665	Srimongal (10724)	2000	9	24.59
1666	Srimongal (10724)	2000	10	22.65
1667	Srimongal (10724)	2000	11	16.77
1668	Srimongal (10724)	2000	12	11.00
1669	Srimongal (10724)	2001	1	8.25
1670	Srimongal (10724)	2001	2	12.23
1671	Srimongal (10724)	2001	3	16.07
1672	Srimongal (10724)	2001	4	20.90
1673	Srimongal (10724)	2001	5	22.71
1674	Srimongal (10724)	2001	6	24.53
1675	Srimongal (10724)	2001	7	25.26
1676	Srimongal (10724)	2001	8	25.31
1677	Srimongal (10724)	2001	9	24.66
1678	Srimongal (10724)	2001	10	22.86
1679	Srimongal (10724)	2001	11	18.04
1680	Srimongal (10724)	2001	12	11.38
1681	Srimongal (10724)	2002	1	11.15
1682	Srimongal (10724)	2002	2	11.76
1683	Srimongal (10724)	2002	3	16.24
1684	Srimongal (10724)	2002	4	20.61
1685	Srimongal (10724)	2002	5	21.94
1686	Srimongal (10724)	2002	6	24.33
1687	Srimongal (10724)	2002	7	24.95
1688	Srimongal (10724)	2002	8	24.50
1689	Srimongal (10724)	2002	9	24.05
1690	Srimongal (10724)	2002	10	21.05
1691	Srimongal (10724)	2002	11	17.08
1692	Srimongal (10724)	2002	12	12.85
1693	Srimongal (10724)	2003	1	9.44
1694	Srimongal (10724)	2003	2	12.41
1695	Srimongal (10724)	2003	3	16.11
1696	Srimongal (10724)	2003	4	21.18
1697	Srimongal (10724)	2003	5	22.82
1698	Srimongal (10724)	2003	6	24.60
1699	Srimongal (10724)	2003	7	25.44
1700	Srimongal (10724)	2003	8	25.63
1701	Srimongal (10724)	2003	9	24.98
1702	Srimongal (10724)	2003	10	23.59
1703	Srimongal (10724)	2003	11	15.64
1704	Srimongal (10724)	2003	12	13.02
1705	Srimongal (10724)	2004	1	11.38
1706	Srimongal (10724)	2004	2	11.39
1707	Srimongal (10724)	2004	3	19.36
1708	Srimongal (10724)	2004	4	20.98
1709	Srimongal (10724)	2004	5	24.01
1710	Srimongal (10724)	2004	6	24.54
1711	Srimongal (10724)	2004	7	24.61
1712	Srimongal (10724)	2004	8	25.59
1713	Srimongal (10724)	2004	9	24.53
1714	Srimongal (10724)	2004	10	21.34
1715	Srimongal (10724)	2004	11	15.24
1716	Srimongal (10724)	2004	12	12.15
1717	Srimongal (10724)	2005	1	9.78
1718	Srimongal (10724)	2005	2	14.43
1719	Srimongal (10724)	2005	3	19.26
1720	Srimongal (10724)	2005	4	21.24
1721	Srimongal (10724)	2005	5	21.37
1722	Srimongal (10724)	2005	6	25.40
1723	Srimongal (10724)	2005	7	25.06
1724	Srimongal (10724)	2005	8	25.21
1725	Srimongal (10724)	2005	9	24.77
1726	Srimongal (10724)	2005	10	22.94
1727	Srimongal (10724)	2005	11	15.95
1728	Srimongal (10724)	2005	12	11.95
1729	Srimongal (10724)	2006	1	10.03
1730	Srimongal (10724)	2006	2	15.86
1731	Srimongal (10724)	2006	3	17.57
1732	Srimongal (10724)	2006	4	21.34
1733	Srimongal (10724)	2006	5	23.52
1734	Srimongal (10724)	2006	6	24.67
1735	Srimongal (10724)	2006	7	25.65
1736	Srimongal (10724)	2006	8	25.26
1737	Srimongal (10724)	2006	9	24.81
1738	Srimongal (10724)	2006	10	22.75
1739	Srimongal (10724)	2006	11	17.46
1740	Srimongal (10724)	2006	12	11.11
1741	Srimongal (10724)	2007	1	8.24
1742	Srimongal (10724)	2007	2	13.32
1743	Srimongal (10724)	2007	3	15.09
1744	Srimongal (10724)	2007	4	21.25
1745	Srimongal (10724)	2007	5	23.87
1746	Srimongal (10724)	2007	6	24.56
1747	Srimongal (10724)	2007	7	25.19
1748	Srimongal (10724)	2007	8	25.05
1749	Srimongal (10724)	2007	9	24.84
1750	Srimongal (10724)	2007	10	22.06
1751	Srimongal (10724)	2007	11	18.02
1752	Srimongal (10724)	2007	12	11.52
1753	Srimongal (10724)	2008	1	11.19
1754	Srimongal (10724)	2008	2	11.14
1755	Srimongal (10724)	2008	3	18.71
1756	Srimongal (10724)	2008	4	21.28
1757	Srimongal (10724)	2008	5	23.09
1758	Srimongal (10724)	2008	6	24.86
1759	Srimongal (10724)	2008	7	25.54
1760	Srimongal (10724)	2008	8	25.26
1761	Srimongal (10724)	2008	9	24.88
1762	Srimongal (10724)	2008	10	21.65
1763	Srimongal (10724)	2008	11	15.10
1764	Srimongal (10724)	2008	12	14.16
1765	Srimongal (10724)	2009	1	10.68
1766	Srimongal (10724)	2009	2	12.40
1767	Srimongal (10724)	2009	3	16.89
1768	Srimongal (10724)	2009	4	22.03
1769	Srimongal (10724)	2009	5	23.15
1770	Srimongal (10724)	2009	6	24.82
1771	Srimongal (10724)	2009	7	25.46
1772	Srimongal (10724)	2009	8	25.57
1773	Srimongal (10724)	2009	9	24.90
1774	Srimongal (10724)	2009	10	21.59
1775	Srimongal (10724)	2009	11	16.79
1776	Srimongal (10724)	2009	12	11.29
1777	Srimongal (10724)	2010	1	8.68
1778	Srimongal (10724)	2010	2	10.69
1779	Srimongal (10724)	2010	3	19.38
1780	Srimongal (10724)	2010	4	22.84
1781	Srimongal (10724)	2010	5	23.58
1782	Srimongal (10724)	2010	6	24.74
1783	Srimongal (10724)	2010	7	25.65
1784	Srimongal (10724)	2010	8	25.37
1785	Srimongal (10724)	2010	9	25.03
1786	Srimongal (10724)	2010	10	22.96
1787	Srimongal (10724)	2010	11	17.45
1788	Srimongal (10724)	2010	12	11.72
1789	Srimongal (10724)	2011	1	8.64
1790	Srimongal (10724)	2011	2	12.43
1791	Srimongal (10724)	2011	3	17.56
1792	Srimongal (10724)	2011	4	20.60
1793	Srimongal (10724)	2011	5	22.81
1794	Srimongal (10724)	2011	6	24.99
1795	Srimongal (10724)	2011	7	25.50
1796	Srimongal (10724)	2011	8	25.29
1797	Srimongal (10724)	2011	9	25.13
1798	Srimongal (10724)	2011	10	22.16
1799	Srimongal (10724)	2011	11	14.82
1800	Srimongal (10724)	2011	12	12.04
1801	Srimongal (10724)	2012	1	9.98
1802	Srimongal (10724)	2012	2	10.20
1803	Srimongal (10724)	2012	3	18.27
1804	Srimongal (10724)	2012	4	20.92
1805	Srimongal (10724)	2012	5	23.32
1806	Srimongal (10724)	2012	6	24.51
1807	Srimongal (10724)	2012	7	25.47
1808	Srimongal (10724)	2012	8	25.31
1809	Srimongal (10724)	2012	9	25.13
1810	Srimongal (10724)	2012	10	22.03
1811	Srimongal (10724)	2012	11	16.34
1812	Srimongal (10724)	2012	12	11.60
1813	Srimongal (10724)	2013	1	7.52
1814	Srimongal (10724)	2013	2	12.11
1815	Srimongal (10724)	2013	3	17.35
1816	Srimongal (10724)	2013	4	21.27
1817	Srimongal (10724)	2013	5	22.56
1818	Srimongal (10724)	2013	6	25.48
1819	Srimongal (10724)	2013	7	25.48
1820	Srimongal (10724)	2013	8	24.99
1821	Srimongal (10724)	2013	9	24.85
1822	Srimongal (10724)	2013	10	22.56
1823	Srimongal (10724)	2013	11	14.20
1824	Srimongal (10724)	2013	12	11.55
1825	Srimongal (10724)	2014	1	10.27
1826	Srimongal (10724)	2014	2	11.22
1827	Srimongal (10724)	2014	3	16.29
1828	Srimongal (10724)	2014	4	20.49
1829	Srimongal (10724)	2014	5	23.77
1830	Srimongal (10724)	2014	6	25.29
1831	Srimongal (10724)	2014	7	25.82
1832	Srimongal (10724)	2014	8	25.54
1833	Srimongal (10724)	2014	9	24.61
1834	Srimongal (10724)	2014	10	21.85
1835	Srimongal (10724)	2014	11	16.24
1836	Srimongal (10724)	2014	12	12.22
1837	Srimongal (10724)	2015	1	11.57
1838	Srimongal (10724)	2015	2	11.83
1839	Srimongal (10724)	2015	3	15.50
1840	Srimongal (10724)	2015	4	20.92
1841	Srimongal (10724)	2015	5	23.25
1842	Srimongal (10724)	2015	6	25.33
1843	Srimongal (10724)	2015	7	25.26
1844	Srimongal (10724)	2015	8	25.55
1845	Srimongal (10724)	2015	9	24.84
1846	Srimongal (10724)	2015	10	22.14
1847	Srimongal (10724)	2015	11	16.28
1848	Srimongal (10724)	2015	12	11.38
1849	Srimongal (10724)	2016	1	9.98
1850	Srimongal (10724)	2016	2	15.49
1851	Srimongal (10724)	2016	3	18.91
1852	Srimongal (10724)	2016	4	23.27
1853	Srimongal (10724)	2016	5	22.98
1854	Srimongal (10724)	2016	6	25.28
1855	Srimongal (10724)	2016	7	25.58
1856	Srimongal (10724)	2016	8	25.56
1857	Srimongal (10724)	2016	9	25.34
1858	Srimongal (10724)	2016	10	23.41
1859	Srimongal (10724)	2016	11	17.14
1860	Srimongal (10724)	2016	12	12.89
1861	Srimongal (10724)	2017	1	10.02
1862	Srimongal (10724)	2017	2	12.52
1863	Srimongal (10724)	2017	3	16.87
1864	Srimongal (10724)	2017	4	21.26
1865	Srimongal (10724)	2017	5	23.49
1866	Srimongal (10724)	2017	6	24.50
1867	Srimongal (10724)	2017	7	25.73
1868	Srimongal (10724)	2017	8	25.66
1869	Srimongal (10724)	2017	9	25.28
1870	Srimongal (10724)	2017	10	23.15
1871	Srimongal (10724)	2017	11	17.17
1872	Srimongal (10724)	2017	12	13.96
1873	Srimongal (10724)	2018	1	10.65
1874	Srimongal (10724)	2018	2	14.18
1875	Srimongal (10724)	2018	3	18.03
1876	Srimongal (10724)	2018	4	20.69
1877	Srimongal (10724)	2018	5	22.14
1878	Srimongal (10724)	2018	6	24.93
1879	Srimongal (10724)	2018	7	25.90
1880	Srimongal (10724)	2018	8	25.50
1881	Srimongal (10724)	2018	9	25.09
1882	Srimongal (10724)	2018	10	21.16
1883	Srimongal (10724)	2018	11	15.33
1884	Srimongal (10724)	2018	12	11.87
1885	Srimongal (10724)	2019	1	9.75
1886	Srimongal (10724)	2019	2	12.58
1887	Srimongal (10724)	2019	3	17.23
1888	Srimongal (10724)	2019	4	21.01
1889	Srimongal (10724)	2019	5	23.81
1890	Srimongal (10724)	2019	6	25.62
1891	Srimongal (10724)	2019	7	25.75
1892	Srimongal (10724)	2019	8	25.95
1893	Srimongal (10724)	2019	9	25.18
1894	Srimongal (10724)	2019	10	22.90
1895	Srimongal (10724)	2019	11	17.86
1896	Srimongal (10724)	2019	12	12.06
1897	Srimongal (10724)	2020	1	11.11
1898	Srimongal (10724)	2020	2	11.61
1899	Srimongal (10724)	2020	3	16.09
1900	Srimongal (10724)	2020	4	20.01
1901	Srimongal (10724)	2020	5	23.35
1902	Srimongal (10724)	2020	6	25.49
1903	Srimongal (10724)	2020	7	25.79
1904	Srimongal (10724)	2020	8	26.05
1905	Srimongal (10724)	2020	9	25.71
1906	Srimongal (10724)	2020	10	24.68
1907	Srimongal (10724)	2020	11	16.98
1908	Srimongal (10724)	2020	12	11.87
1909	Srimongal (10724)	2021	1	10.60
1910	Srimongal (10724)	2021	2	11.19
1911	Srimongal (10724)	2021	3	18.08
1912	Srimongal (10724)	2021	4	21.52
1913	Srimongal (10724)	2021	5	23.93
1914	Srimongal (10724)	2021	6	25.43
1915	Srimongal (10724)	2021	7	25.80
1916	Srimongal (10724)	2021	8	25.49
1917	Srimongal (10724)	2021	9	25.39
1918	Srimongal (10724)	2021	10	23.95
1919	Srimongal (10724)	2021	11	16.04
1920	Srimongal (10724)	2021	12	13.12
1921	Srimongal (10724)	2022	1	11.80
1922	Srimongal (10724)	2022	2	11.25
1923	Srimongal (10724)	2022	3	17.00
1924	Srimongal (10724)	2022	4	22.73
1925	Srimongal (10724)	2022	5	23.43
1926	Srimongal (10724)	2022	6	24.85
1927	Srimongal (10724)	2022	7	25.90
1928	Srimongal (10724)	2022	8	25.55
1929	Srimongal (10724)	2022	9	25.30
1930	Srimongal (10724)	2022	10	22.70
1931	Srimongal (10724)	2022	11	17.30
1932	Srimongal (10724)	2022	12	13.37
1933	Ishurdi (10910)	2000	1	10.76
1934	Ishurdi (10910)	2000	2	13.39
1935	Ishurdi (10910)	2000	3	17.92
1936	Ishurdi (10910)	2000	4	23.41
1937	Ishurdi (10910)	2000	5	24.37
1938	Ishurdi (10910)	2000	6	25.79
1939	Ishurdi (10910)	2000	7	26.43
1940	Ishurdi (10910)	2000	8	26.40
1941	Ishurdi (10910)	2000	9	25.36
1942	Ishurdi (10910)	2000	10	23.85
1943	Ishurdi (10910)	2000	11	18.58
1944	Ishurdi (10910)	2000	12	12.63
1945	Ishurdi (10910)	2001	1	9.58
1946	Ishurdi (10910)	2001	2	13.40
1947	Ishurdi (10910)	2001	3	17.89
1948	Ishurdi (10910)	2001	4	23.32
1949	Ishurdi (10910)	2001	5	23.42
1950	Ishurdi (10910)	2001	6	25.92
1951	Ishurdi (10910)	2001	7	26.33
1952	Ishurdi (10910)	2001	8	26.60
1953	Ishurdi (10910)	2001	9	25.76
1954	Ishurdi (10910)	2001	10	24.19
1955	Ishurdi (10910)	2001	11	19.40
1956	Ishurdi (10910)	2001	12	12.22
1957	Ishurdi (10910)	2002	1	12.07
1958	Ishurdi (10910)	2002	2	13.50
1959	Ishurdi (10910)	2002	3	18.75
1960	Ishurdi (10910)	2002	4	23.01
1961	Ishurdi (10910)	2002	5	24.35
1962	Ishurdi (10910)	2002	6	25.63
1963	Ishurdi (10910)	2002	7	26.27
1964	Ishurdi (10910)	2002	8	26.13
1965	Ishurdi (10910)	2002	9	25.67
1966	Ishurdi (10910)	2002	10	22.44
1967	Ishurdi (10910)	2002	11	18.06
1968	Ishurdi (10910)	2002	12	13.28
1969	Ishurdi (10910)	2003	1	8.29
1970	Ishurdi (10910)	2003	2	14.68
1971	Ishurdi (10910)	2003	3	18.06
1972	Ishurdi (10910)	2003	4	23.66
1973	Ishurdi (10910)	2003	5	24.76
1974	Ishurdi (10910)	2003	6	25.60
1975	Ishurdi (10910)	2003	7	26.35
1976	Ishurdi (10910)	2003	8	26.54
1977	Ishurdi (10910)	2003	9	25.86
1978	Ishurdi (10910)	2003	10	23.92
1979	Ishurdi (10910)	2003	11	16.77
1980	Ishurdi (10910)	2003	12	12.91
1981	Ishurdi (10910)	2004	1	10.50
1982	Ishurdi (10910)	2004	2	13.16
1983	Ishurdi (10910)	2004	3	20.19
1984	Ishurdi (10910)	2004	4	23.47
1985	Ishurdi (10910)	2004	5	25.25
1986	Ishurdi (10910)	2004	6	25.51
1987	Ishurdi (10910)	2004	7	26.02
1988	Ishurdi (10910)	2004	8	26.29
1989	Ishurdi (10910)	2004	9	25.41
1990	Ishurdi (10910)	2004	10	22.53
1991	Ishurdi (10910)	2004	11	16.49
1992	Ishurdi (10910)	2004	12	14.04
1993	Ishurdi (10910)	2005	1	11.41
1994	Ishurdi (10910)	2005	2	15.42
1995	Ishurdi (10910)	2005	3	20.11
1996	Ishurdi (10910)	2005	4	23.52
1997	Ishurdi (10910)	2005	5	24.47
1998	Ishurdi (10910)	2005	6	26.06
1999	Ishurdi (10910)	2005	7	26.14
2000	Ishurdi (10910)	2005	8	26.46
2001	Ishurdi (10910)	2005	9	26.05
2002	Ishurdi (10910)	2005	10	23.45
2003	Ishurdi (10910)	2005	11	17.41
2004	Ishurdi (10910)	2005	12	12.95
2005	Ishurdi (10910)	2006	1	10.44
2006	Ishurdi (10910)	2006	2	16.18
2007	Ishurdi (10910)	2006	3	18.54
2008	Ishurdi (10910)	2006	4	23.07
2009	Ishurdi (10910)	2006	5	24.54
2010	Ishurdi (10910)	2006	6	26.12
2011	Ishurdi (10910)	2006	7	26.60
2012	Ishurdi (10910)	2006	8	26.09
2013	Ishurdi (10910)	2006	9	25.59
2014	Ishurdi (10910)	2006	10	23.25
2015	Ishurdi (10910)	2006	11	17.71
2016	Ishurdi (10910)	2006	12	12.27
2017	Ishurdi (10910)	2007	1	9.33
2018	Ishurdi (10910)	2007	2	14.60
2019	Ishurdi (10910)	2007	3	16.86
2020	Ishurdi (10910)	2007	4	23.80
2021	Ishurdi (10910)	2007	5	24.81
2022	Ishurdi (10910)	2007	6	25.91
2023	Ishurdi (10910)	2007	7	25.89
2024	Ishurdi (10910)	2007	8	26.62
2025	Ishurdi (10910)	2007	9	25.95
2026	Ishurdi (10910)	2007	10	23.32
2027	Ishurdi (10910)	2007	11	18.13
2028	Ishurdi (10910)	2007	12	11.44
2029	Ishurdi (10910)	2008	1	11.25
2030	Ishurdi (10910)	2008	2	11.79
2031	Ishurdi (10910)	2008	3	20.37
2032	Ishurdi (10910)	2008	4	23.14
2033	Ishurdi (10910)	2008	5	24.38
2034	Ishurdi (10910)	2008	6	25.80
2035	Ishurdi (10910)	2008	7	26.06
2036	Ishurdi (10910)	2008	8	26.37
2037	Ishurdi (10910)	2008	9	25.79
2038	Ishurdi (10910)	2008	10	22.53
2039	Ishurdi (10910)	2008	11	16.77
2040	Ishurdi (10910)	2008	12	14.86
2041	Ishurdi (10910)	2009	1	12.15
2042	Ishurdi (10910)	2009	2	12.98
2043	Ishurdi (10910)	2009	3	18.14
2044	Ishurdi (10910)	2009	4	24.11
2045	Ishurdi (10910)	2009	5	24.62
2046	Ishurdi (10910)	2009	6	26.27
2047	Ishurdi (10910)	2009	7	26.61
2048	Ishurdi (10910)	2009	8	26.40
2049	Ishurdi (10910)	2009	9	26.04
2050	Ishurdi (10910)	2009	10	22.49
2051	Ishurdi (10910)	2009	11	17.89
2052	Ishurdi (10910)	2009	12	11.55
2053	Ishurdi (10910)	2010	1	9.25
2054	Ishurdi (10910)	2010	2	13.30
2055	Ishurdi (10910)	2010	3	20.62
2056	Ishurdi (10910)	2010	4	25.60
2057	Ishurdi (10910)	2010	5	25.53
2058	Ishurdi (10910)	2010	6	26.15
2059	Ishurdi (10910)	2010	7	26.68
2060	Ishurdi (10910)	2010	8	26.62
2061	Ishurdi (10910)	2010	9	25.77
2062	Ishurdi (10910)	2010	10	23.48
2063	Ishurdi (10910)	2010	11	18.50
2064	Ishurdi (10910)	2010	12	11.98
2065	Ishurdi (10910)	2011	1	8.44
2066	Ishurdi (10910)	2011	2	12.57
2067	Ishurdi (10910)	2011	3	18.74
2068	Ishurdi (10910)	2011	4	22.12
2069	Ishurdi (10910)	2011	5	24.06
2070	Ishurdi (10910)	2011	6	26.17
2071	Ishurdi (10910)	2011	7	26.33
2072	Ishurdi (10910)	2011	8	26.12
2073	Ishurdi (10910)	2011	9	26.06
2074	Ishurdi (10910)	2011	10	23.33
2075	Ishurdi (10910)	2011	11	16.84
2076	Ishurdi (10910)	2011	12	12.31
2077	Ishurdi (10910)	2012	1	11.55
2078	Ishurdi (10910)	2012	2	12.41
2079	Ishurdi (10910)	2012	3	17.83
2080	Ishurdi (10910)	2012	4	23.05
2081	Ishurdi (10910)	2012	5	25.68
2082	Ishurdi (10910)	2012	6	26.78
2083	Ishurdi (10910)	2012	7	26.48
2084	Ishurdi (10910)	2012	8	26.67
2085	Ishurdi (10910)	2012	9	26.21
2086	Ishurdi (10910)	2012	10	21.70
2087	Ishurdi (10910)	2012	11	16.23
2088	Ishurdi (10910)	2012	12	11.79
2089	Ishurdi (10910)	2013	1	8.62
2090	Ishurdi (10910)	2013	2	13.07
2091	Ishurdi (10910)	2013	3	18.28
2092	Ishurdi (10910)	2013	4	23.11
2093	Ishurdi (10910)	2013	5	24.90
2094	Ishurdi (10910)	2013	6	26.66
2095	Ishurdi (10910)	2013	7	26.75
2096	Ishurdi (10910)	2013	8	26.19
2097	Ishurdi (10910)	2013	9	26.00
2098	Ishurdi (10910)	2013	10	23.64
2099	Ishurdi (10910)	2013	11	15.57
2100	Ishurdi (10910)	2013	12	12.20
2101	Ishurdi (10910)	2014	1	10.56
2102	Ishurdi (10910)	2014	2	12.66
2103	Ishurdi (10910)	2014	3	17.49
2104	Ishurdi (10910)	2014	4	23.03
2105	Ishurdi (10910)	2014	5	25.71
2106	Ishurdi (10910)	2014	6	26.08
2107	Ishurdi (10910)	2014	7	26.44
2108	Ishurdi (10910)	2014	8	25.99
2109	Ishurdi (10910)	2014	9	25.37
2110	Ishurdi (10910)	2014	10	21.96
2111	Ishurdi (10910)	2014	11	15.58
2112	Ishurdi (10910)	2014	12	11.78
2113	Ishurdi (10910)	2015	1	11.14
2114	Ishurdi (10910)	2015	2	14.26
2115	Ishurdi (10910)	2015	3	17.95
2116	Ishurdi (10910)	2015	4	22.23
2117	Ishurdi (10910)	2015	5	24.72
2118	Ishurdi (10910)	2015	6	26.52
2119	Ishurdi (10910)	2015	7	26.21
2120	Ishurdi (10910)	2015	8	26.80
2121	Ishurdi (10910)	2015	9	25.85
2122	Ishurdi (10910)	2015	10	23.06
2123	Ishurdi (10910)	2015	11	18.02
2124	Ishurdi (10910)	2015	12	13.63
2125	Ishurdi (10910)	2016	1	10.94
2126	Ishurdi (10910)	2016	2	15.83
2127	Ishurdi (10910)	2016	3	19.84
2128	Ishurdi (10910)	2016	4	25.48
2129	Ishurdi (10910)	2016	5	24.11
2130	Ishurdi (10910)	2016	6	26.28
2131	Ishurdi (10910)	2016	7	26.61
2132	Ishurdi (10910)	2016	8	26.58
2133	Ishurdi (10910)	2016	9	26.23
2134	Ishurdi (10910)	2016	10	24.31
2135	Ishurdi (10910)	2016	11	17.90
2136	Ishurdi (10910)	2016	12	13.63
2137	Ishurdi (10910)	2017	1	11.14
2138	Ishurdi (10910)	2017	2	14.01
2139	Ishurdi (10910)	2017	3	18.68
2140	Ishurdi (10910)	2017	4	23.28
2141	Ishurdi (10910)	2017	5	25.13
2142	Ishurdi (10910)	2017	6	26.28
2143	Ishurdi (10910)	2017	7	26.37
2144	Ishurdi (10910)	2017	8	26.83
2145	Ishurdi (10910)	2017	9	26.54
2146	Ishurdi (10910)	2017	10	24.54
2147	Ishurdi (10910)	2017	11	17.95
2148	Ishurdi (10910)	2017	12	14.68
2149	Ishurdi (10910)	2018	1	8.65
2150	Ishurdi (10910)	2018	2	14.35
2151	Ishurdi (10910)	2018	3	18.94
2152	Ishurdi (10910)	2018	4	21.98
2153	Ishurdi (10910)	2018	5	24.03
2154	Ishurdi (10910)	2018	6	26.45
2155	Ishurdi (10910)	2018	7	26.71
2156	Ishurdi (10910)	2018	8	27.05
2157	Ishurdi (10910)	2018	9	26.16
2158	Ishurdi (10910)	2018	10	21.95
2159	Ishurdi (10910)	2018	11	16.99
2160	Ishurdi (10910)	2018	12	12.18
2161	Ishurdi (10910)	2019	1	10.54
2162	Ishurdi (10910)	2019	2	13.13
2163	Ishurdi (10910)	2019	3	17.80
2164	Ishurdi (10910)	2019	4	22.94
2165	Ishurdi (10910)	2019	5	25.68
2166	Ishurdi (10910)	2019	6	26.18
2167	Ishurdi (10910)	2019	7	26.56
2168	Ishurdi (10910)	2019	8	26.84
