Title: Maximum Temperature of All station during year 2000 to 2022

SL.	Station	Year	Month	Temperature (Deg.Cel)
2451	Dhaka (11111)	2020	3	32.29
2452	Dhaka (11111)	2020	4	33.83
2453	Dhaka (11111)	2020	5	33.39
2454	Dhaka (11111)	2020	6	33.38
2455	Dhaka (11111)	2020	7	33.02
2456	Dhaka (11111)	2020	8	32.94
2457	Dhaka (11111)	2020	9	33.54
2458	Dhaka (11111)	2020	10	33.16
2459	Dhaka (11111)	2020	11	30.77
2460	Dhaka (11111)	2020	12	25.97
2461	Dhaka (11111)	2021	1	25.58
2462	Dhaka (11111)	2021	2	29.53
2463	Dhaka (11111)	2021	3	34.47
2464	Dhaka (11111)	2021	4	36.13
2465	Dhaka (11111)	2021	5	34.97
2466	Dhaka (11111)	2021	6	32.50
2467	Dhaka (11111)	2021	7	32.84
2468	Dhaka (11111)	2021	8	33.23
2469	Dhaka (11111)	2021	9	33.89
2470	Dhaka (11111)	2021	10	33.53
2471	Dhaka (11111)	2021	11	30.00
2472	Dhaka (11111)	2021	12	26.51
2473	Dhaka (11111)	2022	1	25.15
2474	Dhaka (11111)	2022	2	27.15
2475	Dhaka (11111)	2022	3	33.92
2476	Dhaka (11111)	2022	4	34.10
2477	Dhaka (11111)	2022	5	33.50
2478	Dhaka (11111)	2022	6	33.37
2479	Dhaka (11111)	2022	7	34.27
2480	Dhaka (11111)	2022	8	34.21
2481	Dhaka (11111)	2022	9	33.21
2482	Dhaka (11111)	2022	10	32.72
2483	Dhaka (11111)	2022	11	31.04
2484	Dhaka (11111)	2022	12	27.41
2485	Comilla (11313)	2000	1	25.52
2486	Comilla (11313)	2000	2	25.97
2487	Comilla (11313)	2000	3	30.06
2488	Comilla (11313)	2000	4	32.23
2489	Comilla (11313)	2000	5	31.94
2490	Comilla (11313)	2000	6	32.12
2491	Comilla (11313)	2000	7	32.09
2492	Comilla (11313)	2000	8	32.00
2493	Comilla (11313)	2000	9	32.22
2494	Comilla (11313)	2000	10	31.80
2495	Comilla (11313)	2000	11	30.09
2496	Comilla (11313)	2000	12	27.19
2497	Comilla (11313)	2001	1	25.15
2498	Comilla (11313)	2001	2	28.74
2499	Comilla (11313)	2001	3	31.78
2500	Comilla (11313)	2001	4	33.80
2501	Comilla (11313)	2001	5	31.60
2502	Comilla (11313)	2001	6	30.93
2503	Comilla (11313)	2001	7	32.01
2504	Comilla (11313)	2001	8	33.01
2505	Comilla (11313)	2001	9	32.48
2506	Comilla (11313)	2001	10	32.27
2507	Comilla (11313)	2001	11	29.21
2508	Comilla (11313)	2001	12	26.40
2509	Comilla (11313)	2002	1	25.87
2510	Comilla (11313)	2002	2	28.53
2511	Comilla (11313)	2002	3	31.23
2512	Comilla (11313)	2002	4	31.68
2513	Comilla (11313)	2002	5	32.24
2514	Comilla (11313)	2002	6	32.03
2515	Comilla (11313)	2002	7	31.25
2516	Comilla (11313)	2002	8	31.98
2517	Comilla (11313)	2002	9	33.30
2518	Comilla (11313)	2002	10	31.83
2519	Comilla (11313)	2002	11	29.23
2520	Comilla (11313)	2002	12	26.72
2521	Comilla (11313)	2003	1	23.09
2522	Comilla (11313)	2003	2	27.90
2523	Comilla (11313)	2003	3	29.52
2524	Comilla (11313)	2003	4	33.08
2525	Comilla (11313)	2003	5	33.51
2526	Comilla (11313)	2003	6	30.78
2527	Comilla (11313)	2003	7	32.12
2528	Comilla (11313)	2003	8	32.81
2529	Comilla (11313)	2003	9	32.62
2530	Comilla (11313)	2003	10	31.85
2531	Comilla (11313)	2003	11	29.80
2532	Comilla (11313)	2003	12	26.40
2533	Comilla (11313)	2004	1	24.01
2534	Comilla (11313)	2004	2	27.82
2535	Comilla (11313)	2004	3	30.83
2536	Comilla (11313)	2004	4	31.58
2537	Comilla (11313)	2004	5	34.35
2538	Comilla (11313)	2004	6	32.01
2539	Comilla (11313)	2004	7	31.55
2540	Comilla (11313)	2004	8	32.58
2541	Comilla (11313)	2004	9	30.89
2542	Comilla (11313)	2004	10	30.87
2543	Comilla (11313)	2004	11	29.46
2544	Comilla (11313)	2004	12	27.25
2545	Comilla (11313)	2005	1	24.84
2546	Comilla (11313)	2005	2	28.59
2547	Comilla (11313)	2005	3	30.49
2548	Comilla (11313)	2005	4	33.50
2549	Comilla (11313)	2005	5	33.06
2550	Comilla (11313)	2005	6	33.38
2551	Comilla (11313)	2005	7	31.82
2552	Comilla (11313)	2005	8	31.52
2553	Comilla (11313)	2005	9	32.48
2554	Comilla (11313)	2005	10	31.21
2555	Comilla (11313)	2005	11	29.30
2556	Comilla (11313)	2005	12	27.65
2557	Comilla (11313)	2006	1	25.59
2558	Comilla (11313)	2006	2	30.17
2559	Comilla (11313)	2006	3	31.96
2560	Comilla (11313)	2006	4	33.20
2561	Comilla (11313)	2006	5	33.08
2562	Comilla (11313)	2006	6	32.55
2563	Comilla (11313)	2006	7	32.03
2564	Comilla (11313)	2006	8	32.94
2565	Comilla (11313)	2006	9	32.00
2566	Comilla (11313)	2006	10	32.09
2567	Comilla (11313)	2006	11	29.09
2568	Comilla (11313)	2006	12	26.99
2569	Comilla (11313)	2007	1	24.40
2570	Comilla (11313)	2007	2	26.91
2571	Comilla (11313)	2007	3	30.19
2572	Comilla (11313)	2007	4	31.98
2573	Comilla (11313)	2007	5	33.61
2574	Comilla (11313)	2007	6	31.90
2575	Comilla (11313)	2007	7	30.72
2576	Comilla (11313)	2007	8	32.25
2577	Comilla (11313)	2007	9	31.69
2578	Comilla (11313)	2007	10	31.40
2579	Comilla (11313)	2007	11	29.06
2580	Comilla (11313)	2007	12	25.85
2581	Comilla (11313)	2008	1	24.80
2582	Comilla (11313)	2008	2	25.94
2583	Comilla (11313)	2008	3	30.55
2584	Comilla (11313)	2008	4	33.47
2585	Comilla (11313)	2008	5	33.75
2586	Comilla (11313)	2008	6	31.65
2587	Comilla (11313)	2008	7	30.95
2588	Comilla (11313)	2008	8	31.73
2589	Comilla (11313)	2008	9	32.65
2590	Comilla (11313)	2008	10	30.85
2591	Comilla (11313)	2008	11	29.79
2592	Comilla (11313)	2008	12	26.51
2593	Comilla (11313)	2009	1	26.01
2594	Comilla (11313)	2009	2	28.85
2595	Comilla (11313)	2009	3	31.69
2596	Comilla (11313)	2009	4	33.77
2597	Comilla (11313)	2009	5	33.97
2598	Comilla (11313)	2009	6	33.37
2599	Comilla (11313)	2009	7	31.76
2600	Comilla (11313)	2009	8	32.47
2601	Comilla (11313)	2009	9	33.17
2602	Comilla (11313)	2009	10	32.15
2603	Comilla (11313)	2009	11	30.34
2604	Comilla (11313)	2009	12	26.11
2605	Comilla (11313)	2010	1	24.55
2606	Comilla (11313)	2010	2	28.14
2607	Comilla (11313)	2010	3	32.05
2608	Comilla (11313)	2010	4	33.28
2609	Comilla (11313)	2010	5	33.46
2610	Comilla (11313)	2010	6	31.87
2611	Comilla (11313)	2010	7	32.70
2612	Comilla (11313)	2010	8	33.39
2613	Comilla (11313)	2010	9	32.79
2614	Comilla (11313)	2010	10	32.32
2615	Comilla (11313)	2010	11	30.20
2616	Comilla (11313)	2010	12	26.36
2617	Comilla (11313)	2011	1	24.06
2618	Comilla (11313)	2011	2	28.29
2619	Comilla (11313)	2011	3	30.79
2620	Comilla (11313)	2011	4	32.52
2621	Comilla (11313)	2011	5	33.15
2622	Comilla (11313)	2011	6	32.24
2623	Comilla (11313)	2011	7	31.99
2624	Comilla (11313)	2011	8	31.37
2625	Comilla (11313)	2011	9	32.25
2626	Comilla (11313)	2011	10	32.65
2627	Comilla (11313)	2011	11	29.65
2628	Comilla (11313)	2011	12	25.19
2629	Comilla (11313)	2012	1	24.22
2630	Comilla (11313)	2012	2	28.01
2631	Comilla (11313)	2012	3	31.55
2632	Comilla (11313)	2012	4	32.19
2633	Comilla (11313)	2012	5	33.64
2634	Comilla (11313)	2012	6	32.24
2635	Comilla (11313)	2012	7	31.86
2636	Comilla (11313)	2012	8	32.39
2637	Comilla (11313)	2012	9	32.37
2638	Comilla (11313)	2012	10	31.49
2639	Comilla (11313)	2012	11	28.59
2640	Comilla (11313)	2012	12	24.07
2641	Comilla (11313)	2013	1	24.52
2642	Comilla (11313)	2013	2	28.77
2643	Comilla (11313)	2013	3	31.88
2644	Comilla (11313)	2013	4	32.85
2645	Comilla (11313)	2013	5	30.70
2646	Comilla (11313)	2013	6	33.45
2647	Comilla (11313)	2013	7	32.26
2648	Comilla (11313)	2013	8	31.83
2649	Comilla (11313)	2013	9	32.42
2650	Comilla (11313)	2013	10	31.15
2651	Comilla (11313)	2013	11	29.93
2652	Comilla (11313)	2013	12	26.49
2653	Comilla (11313)	2014	1	24.95
2654	Comilla (11313)	2014	2	26.99
2655	Comilla (11313)	2014	3	30.86
2656	Comilla (11313)	2014	4	35.02
2657	Comilla (11313)	2014	5	34.66
2658	Comilla (11313)	2014	6	32.53
2659	Comilla (11313)	2014	7	32.80
2660	Comilla (11313)	2014	8	31.75
2661	Comilla (11313)	2014	9	32.47
2662	Comilla (11313)	2014	10	32.35
2663	Comilla (11313)	2014	11	29.95
2664	Comilla (11313)	2014	12	25.32
2665	Comilla (11313)	2015	1	25.71
2666	Comilla (11313)	2015	2	28.66
2667	Comilla (11313)	2015	3	31.67
2668	Comilla (11313)	2015	4	32.56
2669	Comilla (11313)	2015	5	33.87
2670	Comilla (11313)	2015	6	32.75
2671	Comilla (11313)	2015	7	31.03
2672	Comilla (11313)	2015	8	31.50
2673	Comilla (11313)	2015	9	32.01
2674	Comilla (11313)	2015	10	32.00
2675	Comilla (11313)	2015	11	29.88
2676	Comilla (11313)	2015	12	25.82
2677	Comilla (11313)	2016	1	24.91
2678	Comilla (11313)	2016	2	28.70
2679	Comilla (11313)	2016	3	31.44
2680	Comilla (11313)	2016	4	32.75
2681	Comilla (11313)	2016	5	32.79
2682	Comilla (11313)	2016	6	32.55
2683	Comilla (11313)	2016	7	30.89
2684	Comilla (11313)	2016	8	32.36
2685	Comilla (11313)	2016	9	32.55
2686	Comilla (11313)	2016	10	32.41
2687	Comilla (11313)	2016	11	28.92
2688	Comilla (11313)	2016	12	27.69
2689	Comilla (11313)	2017	1	26.29
2690	Comilla (11313)	2017	2	28.85
2691	Comilla (11313)	2017	3	29.05
2692	Comilla (11313)	2017	4	30.84
2693	Comilla (11313)	2017	5	33.35
2694	Comilla (11313)	2017	6	31.78
2695	Comilla (11313)	2017	7	31.14
2696	Comilla (11313)	2017	8	31.97
2697	Comilla (11313)	2017	9	31.91
2698	Comilla (11313)	2017	10	31.37
2699	Comilla (11313)	2017	11	29.94
2700	Comilla (11313)	2017	12	26.63
2701	Comilla (11313)	2018	1	24.02
2702	Comilla (11313)	2018	2	28.00
2703	Comilla (11313)	2018	3	31.42
2704	Comilla (11313)	2018	4	31.95
2705	Comilla (11313)	2018	5	31.12
2706	Comilla (11313)	2018	6	31.89
2707	Comilla (11313)	2018	7	31.64
2708	Comilla (11313)	2018	8	32.24
2709	Comilla (11313)	2018	9	32.79
2710	Comilla (11313)	2018	10	30.94
2711	Comilla (11313)	2018	11	29.71
2712	Comilla (11313)	2018	12	25.82
2713	Comilla (11313)	2019	1	26.93
2714	Comilla (11313)	2019	2	27.66
2715	Comilla (11313)	2019	3	30.29
2716	Comilla (11313)	2019	4	32.64
2717	Comilla (11313)	2019	5	33.59
2718	Comilla (11313)	2019	6	33.20
2719	Comilla (11313)	2019	7	31.47
2720	Comilla (11313)	2019	8	32.61
2721	Comilla (11313)	2019	9	32.45
2722	Comilla (11313)	2019	10	31.59
2723	Comilla (11313)	2019	11	29.98
2724	Comilla (11313)	2019	12	24.98
2725	Comilla (11313)	2020	1	23.92
2726	Comilla (11313)	2020	2	26.87
2727	Comilla (11313)	2020	3	31.40
2728	Comilla (11313)	2020	4	32.10
2729	Comilla (11313)	2020	5	32.50
2730	Comilla (11313)	2020	6	31.87
2731	Comilla (11313)	2020	7	31.62
2732	Comilla (11313)	2020	8	32.17
2733	Comilla (11313)	2020	9	32.67
2734	Comilla (11313)	2020	10	33.01
2735	Comilla (11313)	2020	11	30.57
2736	Comilla (11313)	2020	12	26.44
2737	Comilla (11313)	2021	1	26.05
2738	Comilla (11313)	2021	2	29.18
2739	Comilla (11313)	2021	3	33.03
2740	Comilla (11313)	2021	4	34.63
2741	Comilla (11313)	2021	5	34.60
2742	Comilla (11313)	2021	6	31.89
2743	Comilla (11313)	2021	7	31.74
2744	Comilla (11313)	2021	8	32.11
2745	Comilla (11313)	2021	9	33.60
2746	Comilla (11313)	2021	10	32.97
2747	Comilla (11313)	2021	11	30.08
2748	Comilla (11313)	2021	12	26.86
2749	Comilla (11313)	2022	1	25.38
2750	Comilla (11313)	2022	2	27.07
2751	Comilla (11313)	2022	3	32.81
2752	Comilla (11313)	2022	4	32.93
2753	Comilla (11313)	2022	5	33.01
2754	Comilla (11313)	2022	6	31.62
2755	Comilla (11313)	2022	7	33.56
2756	Comilla (11313)	2022	8	33.71
2757	Comilla (11313)	2022	9	32.98
2758	Comilla (11313)	2022	10	32.82
2759	Comilla (11313)	2022	11	31.75
2760	Comilla (11313)	2022	12	27.99
2761	Chandpur (11316)	2000	1	24.77
2762	Chandpur (11316)	2000	2	25.84
2763	Chandpur (11316)	2000	3	31.07
2764	Chandpur (11316)	2000	4	32.79
2765	Chandpur (11316)	2000	5	32.38
2766	Chandpur (11316)	2000	6	32.13
2767	Chandpur (11316)	2000	7	31.78
2768	Chandpur (11316)	2000	8	31.95
2769	Chandpur (11316)	2000	9	32.06
2770	Chandpur (11316)	2000	10	31.35
2771	Chandpur (11316)	2000	11	29.80
2772	Chandpur (11316)	2000	12	26.34
2773	Chandpur (11316)	2001	1	24.41
2774	Chandpur (11316)	2001	2	28.82
2775	Chandpur (11316)	2001	3	32.16
2776	Chandpur (11316)	2001	4	33.88
2777	Chandpur (11316)	2001	5	31.82
2778	Chandpur (11316)	2001	6	31.10
2779	Chandpur (11316)	2001	7	31.82
2780	Chandpur (11316)	2001	8	32.52
2781	Chandpur (11316)	2001	9	31.93
2782	Chandpur (11316)	2001	10	31.90
2783	Chandpur (11316)	2001	11	29.02
2784	Chandpur (11316)	2001	12	25.59
2785	Chandpur (11316)	2002	1	25.09
2786	Chandpur (11316)	2002	2	28.31
2787	Chandpur (11316)	2002	3	31.90
2788	Chandpur (11316)	2002	4	32.04
2789	Chandpur (11316)	2002	5	32.65
2790	Chandpur (11316)	2002	6	31.98
2791	Chandpur (11316)	2002	7	31.97
2792	Chandpur (11316)	2002	8	31.75
2793	Chandpur (11316)	2002	9	32.47
2794	Chandpur (11316)	2002	10	31.65
2795	Chandpur (11316)	2002	11	29.27
2796	Chandpur (11316)	2002	12	26.30
2797	Chandpur (11316)	2003	1	22.16
2798	Chandpur (11316)	2003	2	28.20
2799	Chandpur (11316)	2003	3	30.14
2800	Chandpur (11316)	2003	4	33.76
2801	Chandpur (11316)	2003	5	33.72
2802	Chandpur (11316)	2003	6	31.28
2803	Chandpur (11316)	2003	7	32.55
2804	Chandpur (11316)	2003	8	32.51
2805	Chandpur (11316)	2003	9	31.75
2806	Chandpur (11316)	2003	10	31.65
2807	Chandpur (11316)	2003	11	29.59
2808	Chandpur (11316)	2003	12	25.80
2809	Chandpur (11316)	2004	1	23.38
2810	Chandpur (11316)	2004	2	27.95
2811	Chandpur (11316)	2004	3	31.68
2812	Chandpur (11316)	2004	4	32.06
2813	Chandpur (11316)	2004	5	34.32
2814	Chandpur (11316)	2004	6	31.80
2815	Chandpur (11316)	2004	7	31.35
2816	Chandpur (11316)	2004	8	31.91
2817	Chandpur (11316)	2004	9	30.57
2818	Chandpur (11316)	2004	10	30.60
2819	Chandpur (11316)	2004	11	29.13
2820	Chandpur (11316)	2004	12	26.76
2821	Chandpur (11316)	2005	1	24.43
2822	Chandpur (11316)	2005	2	28.93
2823	Chandpur (11316)	2005	3	31.34
2824	Chandpur (11316)	2005	4	33.98
2825	Chandpur (11316)	2005	5	33.66
2826	Chandpur (11316)	2005	6	33.44
2827	Chandpur (11316)	2005	7	31.10
2828	Chandpur (11316)	2005	8	31.31
2829	Chandpur (11316)	2005	9	32.38
2830	Chandpur (11316)	2005	10	31.04
2831	Chandpur (11316)	2005	11	29.24
2832	Chandpur (11316)	2005	12	26.90
2833	Chandpur (11316)	2006	1	25.07
2834	Chandpur (11316)	2006	2	30.73
2835	Chandpur (11316)	2006	3	32.34
2836	Chandpur (11316)	2006	4	33.46
2837	Chandpur (11316)	2006	5	33.61
2838	Chandpur (11316)	2006	6	32.78
2839	Chandpur (11316)	2006	7	31.91
2840	Chandpur (11316)	2006	8	32.45
2841	Chandpur (11316)	2006	9	32.14
2842	Chandpur (11316)	2006	10	32.45
2843	Chandpur (11316)	2006	11	29.62
2844	Chandpur (11316)	2006	12	26.96
2845	Chandpur (11316)	2007	1	24.44
2846	Chandpur (11316)	2007	2	27.77
2847	Chandpur (11316)	2007	3	32.16
2848	Chandpur (11316)	2007	4	33.61
2849	Chandpur (11316)	2007	5	34.32
2850	Chandpur (11316)	2007	6	32.35
2851	Chandpur (11316)	2007	7	31.13
2852	Chandpur (11316)	2007	8	32.31
2853	Chandpur (11316)	2007	9	31.53
2854	Chandpur (11316)	2007	10	31.81
2855	Chandpur (11316)	2007	11	29.60
2856	Chandpur (11316)	2007	12	26.06
2857	Chandpur (11316)	2008	1	25.12
2858	Chandpur (11316)	2008	2	26.42
2859	Chandpur (11316)	2008	3	31.74
2860	Chandpur (11316)	2008	4	34.36
2861	Chandpur (11316)	2008	5	34.76
2862	Chandpur (11316)	2008	6	31.93
2863	Chandpur (11316)	2008	7	31.31
2864	Chandpur (11316)	2008	8	31.81
2865	Chandpur (11316)	2008	9	32.45
2866	Chandpur (11316)	2008	10	31.29
2867	Chandpur (11316)	2008	11	30.28
2868	Chandpur (11316)	2008	12	26.24
2869	Chandpur (11316)	2009	1	26.22
2870	Chandpur (11316)	2009	2	29.95
2871	Chandpur (11316)	2009	3	32.98
2872	Chandpur (11316)	2009	4	34.59
2873	Chandpur (11316)	2009	5	34.55
2874	Chandpur (11316)	2009	6	34.24
2875	Chandpur (11316)	2009	7	31.85
2876	Chandpur (11316)	2009	8	32.34
2877	Chandpur (11316)	2009	9	32.61
2878	Chandpur (11316)	2009	10	32.23
2879	Chandpur (11316)	2009	11	30.59
2880	Chandpur (11316)	2009	12	26.30
2881	Chandpur (11316)	2010	1	23.66
2882	Chandpur (11316)	2010	2	29.35
2883	Chandpur (11316)	2010	3	34.03
2884	Chandpur (11316)	2010	4	34.89
2885	Chandpur (11316)	2010	5	34.32
2886	Chandpur (11316)	2010	6	32.71
2887	Chandpur (11316)	2010	7	32.31
2888	Chandpur (11316)	2010	8	33.24
2889	Chandpur (11316)	2010	9	32.51
2890	Chandpur (11316)	2010	10	32.69
2891	Chandpur (11316)	2010	11	30.42
2892	Chandpur (11316)	2010	12	26.26
2893	Chandpur (11316)	2011	1	24.00
2894	Chandpur (11316)	2011	2	29.11
2895	Chandpur (11316)	2011	3	32.42
2896	Chandpur (11316)	2011	4	33.10
2897	Chandpur (11316)	2011	5	33.56
2898	Chandpur (11316)	2011	6	32.49
2899	Chandpur (11316)	2011	7	32.27
2900	Chandpur (11316)	2011	8	31.49
2901	Chandpur (11316)	2011	9	32.35
2902	Chandpur (11316)	2011	10	33.36
2903	Chandpur (11316)	2011	11	30.60
2904	Chandpur (11316)	2011	12	25.95
2905	Chandpur (11316)	2012	1	24.46
2906	Chandpur (11316)	2012	2	29.42
2907	Chandpur (11316)	2012	3	33.16
2908	Chandpur (11316)	2012	4	33.48
2909	Chandpur (11316)	2012	5	34.60
2910	Chandpur (11316)	2012	6	33.33
2911	Chandpur (11316)	2012	7	32.58
2912	Chandpur (11316)	2012	8	32.95
2913	Chandpur (11316)	2012	9	32.90
2914	Chandpur (11316)	2012	10	32.42
2915	Chandpur (11316)	2012	11	29.50
2916	Chandpur (11316)	2012	12	24.66
2917	Chandpur (11316)	2013	1	24.45
2918	Chandpur (11316)	2013	2	29.09
2919	Chandpur (11316)	2013	3	33.25
2920	Chandpur (11316)	2013	4	33.81
2921	Chandpur (11316)	2013	5	31.58
2922	Chandpur (11316)	2013	6	33.43
2923	Chandpur (11316)	2013	7	32.28
2924	Chandpur (11316)	2013	8	32.01
2925	Chandpur (11316)	2013	9	32.80
2926	Chandpur (11316)	2013	10	31.59
2927	Chandpur (11316)	2013	11	30.43
2928	Chandpur (11316)	2013	12	26.85
2929	Chandpur (11316)	2014	1	24.13
2930	Chandpur (11316)	2014	2	27.43
2931	Chandpur (11316)	2014	3	32.60
2932	Chandpur (11316)	2014	4	36.02
2933	Chandpur (11316)	2014	5	34.79
2934	Chandpur (11316)	2014	6	33.20
2935	Chandpur (11316)	2014	7	32.75
2936	Chandpur (11316)	2014	8	32.11
2937	Chandpur (11316)	2014	9	32.66
2938	Chandpur (11316)	2014	10	32.95
2939	Chandpur (11316)	2014	11	30.69
2940	Chandpur (11316)	2014	12	25.16
2941	Chandpur (11316)	2015	1	24.94
2942	Chandpur (11316)	2015	2	28.80
2943	Chandpur (11316)	2015	3	32.53
2944	Chandpur (11316)	2015	4	33.35
2945	Chandpur (11316)	2015	5	34.87
2946	Chandpur (11316)	2015	6	33.08
2947	Chandpur (11316)	2015	7	31.50
2948	Chandpur (11316)	2015	8	32.59
2949	Chandpur (11316)	2015	9	33.18
2950	Chandpur (11316)	2015	10	33.03
2951	Chandpur (11316)	2015	11	30.76
2952	Chandpur (11316)	2015	12	26.38
2953	Chandpur (11316)	2016	1	25.37
2954	Chandpur (11316)	2016	2	29.82
2955	Chandpur (11316)	2016	3	33.22
2956	Chandpur (11316)	2016	4	34.57
2957	Chandpur (11316)	2016	5	34.17
2958	Chandpur (11316)	2016	6	33.65
2959	Chandpur (11316)	2016	7	32.16
2960	Chandpur (11316)	2016	8	33.18
2961	Chandpur (11316)	2016	9	33.47
2962	Chandpur (11316)	2016	10	33.40
2963	Chandpur (11316)	2016	11	30.14
2964	Chandpur (11316)	2016	12	27.91
2965	Chandpur (11316)	2017	1	26.51
2966	Chandpur (11316)	2017	2	30.24
2967	Chandpur (11316)	2017	3	30.81
2968	Chandpur (11316)	2017	4	32.85
2969	Chandpur (11316)	2017	5	34.85
2970	Chandpur (11316)	2017	6	33.17
2971	Chandpur (11316)	2017	7	32.12
2972	Chandpur (11316)	2017	8	33.13
2973	Chandpur (11316)	2017	9	33.16
2974	Chandpur (11316)	2017	10	32.00
2975	Chandpur (11316)	2017	11	30.41
2976	Chandpur (11316)	2017	12	27.01
2977	Chandpur (11316)	2018	1	24.27
2978	Chandpur (11316)	2018	2	29.45
2979	Chandpur (11316)	2018	3	33.28
2980	Chandpur (11316)	2018	4	33.65
2981	Chandpur (11316)	2018	5	32.83
2982	Chandpur (11316)	2018	6	33.16
2983	Chandpur (11316)	2018	7	32.84
2984	Chandpur (11316)	2018	8	33.14
2985	Chandpur (11316)	2018	9	33.92
2986	Chandpur (11316)	2018	10	32.11
2987	Chandpur (11316)	2018	11	30.60
2988	Chandpur (11316)	2018	12	26.13
2989	Chandpur (11316)	2019	1	27.00
2990	Chandpur (11316)	2019	2	28.26
2991	Chandpur (11316)	2019	3	31.74
2992	Chandpur (11316)	2019	4	34.04
2993	Chandpur (11316)	2019	5	34.79
2994	Chandpur (11316)	2019	6	34.25
2995	Chandpur (11316)	2019	7	32.47
2996	Chandpur (11316)	2019	8	33.33
2997	Chandpur (11316)	2019	9	33.31
2998	Chandpur (11316)	2019	10	32.55
2999	Chandpur (11316)	2019	11	30.88
3000	Chandpur (11316)	2019	12	25.71
3001	Chandpur (11316)	2020	1	24.49
3002	Chandpur (11316)	2020	2	28.05
3003	Chandpur (11316)	2020	3	32.59
3004	Chandpur (11316)	2020	4	33.36
3005	Chandpur (11316)	2020	5	33.79
3006	Chandpur (11316)	2020	6	33.04
3007	Chandpur (11316)	2020	7	32.84
3008	Chandpur (11316)	2020	8	32.45
3009	Chandpur (11316)	2020	9	33.42
3010	Chandpur (11316)	2020	10	33.55
3011	Chandpur (11316)	2020	11	31.06
3012	Chandpur (11316)	2020	12	26.37
3013	Chandpur (11316)	2021	1	25.94
3014	Chandpur (11316)	2021	2	29.25
3015	Chandpur (11316)	2021	3	33.90
3016	Chandpur (11316)	2021	4	35.23
3017	Chandpur (11316)	2021	5	35.19
3018	Chandpur (11316)	2021	6	32.07
3019	Chandpur (11316)	2021	7	32.91
3020	Chandpur (11316)	2021	8	33.13
3021	Chandpur (11316)	2021	9	33.46
3022	Chandpur (11316)	2021	10	33.78
3023	Chandpur (11316)	2021	11	30.46
3024	Chandpur (11316)	2021	12	26.55
3025	Chandpur (11316)	2022	1	25.62
3026	Chandpur (11316)	2022	2	28.07
3027	Chandpur (11316)	2022	3	34.08
3028	Chandpur (11316)	2022	4	34.33
3029	Chandpur (11316)	2022	5	34.11
3030	Chandpur (11316)	2022	6	33.07
3031	Chandpur (11316)	2022	7	34.05
3032	Chandpur (11316)	2022	8	34.10
3033	Chandpur (11316)	2022	9	33.18
3034	Chandpur (11316)	2022	10	33.18
3035	Chandpur (11316)	2022	11	31.30
3036	Chandpur (11316)	2022	12	27.54
3037	Jessore (11407)	2000	1	26.09
3038	Jessore (11407)	2000	2	26.91
3039	Jessore (11407)	2000	3	33.30
3040	Jessore (11407)	2000	4	35.83
3041	Jessore (11407)	2000	5	35.05
3042	Jessore (11407)	2000	6	33.93
3043	Jessore (11407)	2000	7	33.03
3044	Jessore (11407)	2000	8	33.49
3045	Jessore (11407)	2000	9	32.62
3046	Jessore (11407)	2000	10	32.57
3047	Jessore (11407)	2000	11	31.28
3048	Jessore (11407)	2000	12	27.28
3049	Jessore (11407)	2001	1	25.86
3050	Jessore (11407)	2001	2	30.21
3051	Jessore (11407)	2001	3	33.55
3052	Jessore (11407)	2001	4	35.68
3053	Jessore (11407)	2001	5	34.50
3054	Jessore (11407)	2001	6	32.18
3055	Jessore (11407)	2001	7	32.43
3056	Jessore (11407)	2001	8	33.73
3057	Jessore (11407)	2001	9	33.75
3058	Jessore (11407)	2001	10	33.43
3059	Jessore (11407)	2001	11	30.77
3060	Jessore (11407)	2001	12	27.28
3061	Jessore (11407)	2002	1	26.29
3062	Jessore (11407)	2002	2	29.91
3063	Jessore (11407)	2002	3	33.93
3064	Jessore (11407)	2002	4	34.14
3065	Jessore (11407)	2002	5	35.05
3066	Jessore (11407)	2002	6	33.40
3067	Jessore (11407)	2002	7	33.99
3068	Jessore (11407)	2002	8	32.75
3069	Jessore (11407)	2002	9	33.20
3070	Jessore (11407)	2002	10	33.01
3071	Jessore (11407)	2002	11	30.32
3072	Jessore (11407)	2002	12	27.44
3073	Jessore (11407)	2003	1	23.78
3074	Jessore (11407)	2003	2	29.24
3075	Jessore (11407)	2003	3	31.67
3076	Jessore (11407)	2003	4	35.94
3077	Jessore (11407)	2003	5	36.82
3078	Jessore (11407)	2003	6	34.07
3079	Jessore (11407)	2003	7	33.63
3080	Jessore (11407)	2003	8	33.95
3081	Jessore (11407)	2003	9	33.41
3082	Jessore (11407)	2003	10	32.13
3083	Jessore (11407)	2003	11	31.12
3084	Jessore (11407)	2003	12	26.45
3085	Jessore (11407)	2004	1	24.15
3086	Jessore (11407)	2004	2	29.28
3087	Jessore (11407)	2004	3	33.93
3088	Jessore (11407)	2004	4	35.20
3089	Jessore (11407)	2004	5	37.34
3090	Jessore (11407)	2004	6	34.16
3091	Jessore (11407)	2004	7	33.17
3092	Jessore (11407)	2004	8	32.75
3093	Jessore (11407)	2004	9	32.14
3094	Jessore (11407)	2004	10	31.92
3095	Jessore (11407)	2004	11	30.62
3096	Jessore (11407)	2004	12	27.65
3097	Jessore (11407)	2005	1	25.30
3098	Jessore (11407)	2005	2	30.17
3099	Jessore (11407)	2005	3	33.84
