Title: Maximum Temperature of All station during year 2000 to 2022

SL.	Station	Year	Month	Temperature (Deg.Cel)
5015	Feni (11805)	2003	12	26.76
5016	Feni (11805)	2004	1	24.29
5017	Feni (11805)	2004	2	28.34
5018	Feni (11805)	2004	3	30.62
5019	Feni (11805)	2004	4	30.73
5020	Feni (11805)	2004	5	33.48
5021	Feni (11805)	2004	6	31.12
5022	Feni (11805)	2004	7	30.90
5023	Feni (11805)	2004	8	31.48
5024	Feni (11805)	2004	9	30.05
5025	Feni (11805)	2004	10	30.45
5026	Feni (11805)	2004	11	29.20
5027	Feni (11805)	2004	12	27.38
5028	Feni (11805)	2005	1	25.15
5029	Feni (11805)	2005	2	29.00
5030	Feni (11805)	2005	3	31.25
5031	Feni (11805)	2005	4	32.70
5032	Feni (11805)	2005	5	32.02
5033	Feni (11805)	2005	6	32.62
5034	Feni (11805)	2005	7	30.75
5035	Feni (11805)	2005	8	30.25
5036	Feni (11805)	2005	9	32.32
5037	Feni (11805)	2005	10	31.19
5038	Feni (11805)	2005	11	29.32
5039	Feni (11805)	2005	12	27.54
5040	Feni (11805)	2006	1	25.96
5041	Feni (11805)	2006	2	29.98
5042	Feni (11805)	2006	3	32.30
5043	Feni (11805)	2006	4	32.81
5044	Feni (11805)	2006	5	32.65
5045	Feni (11805)	2006	6	31.65
5046	Feni (11805)	2006	7	30.75
5047	Feni (11805)	2006	8	31.71
5048	Feni (11805)	2006	9	31.06
5049	Feni (11805)	2006	10	31.69
5050	Feni (11805)	2006	11	29.46
5051	Feni (11805)	2006	12	26.96
5052	Feni (11805)	2007	1	25.19
5053	Feni (11805)	2007	2	27.23
5054	Feni (11805)	2007	3	31.04
5055	Feni (11805)	2007	4	31.75
5056	Feni (11805)	2007	5	32.73
5057	Feni (11805)	2007	6	31.11
5058	Feni (11805)	2007	7	30.10
5059	Feni (11805)	2007	8	31.49
5060	Feni (11805)	2007	9	30.79
5061	Feni (11805)	2007	10	31.02
5062	Feni (11805)	2007	11	29.34
5063	Feni (11805)	2007	12	26.17
5064	Feni (11805)	2008	1	25.12
5065	Feni (11805)	2008	2	26.23
5066	Feni (11805)	2008	3	30.78
5067	Feni (11805)	2008	4	33.23
5068	Feni (11805)	2008	5	33.33
5069	Feni (11805)	2008	6	30.71
5070	Feni (11805)	2008	7	29.83
5071	Feni (11805)	2008	8	30.59
5072	Feni (11805)	2008	9	31.97
5073	Feni (11805)	2008	10	31.03
5074	Feni (11805)	2008	11	29.96
5075	Feni (11805)	2008	12	26.35
5076	Feni (11805)	2009	1	26.32
5077	Feni (11805)	2009	2	29.11
5078	Feni (11805)	2009	3	31.77
5079	Feni (11805)	2009	4	33.19
5080	Feni (11805)	2009	5	32.95
5081	Feni (11805)	2009	6	32.20
5082	Feni (11805)	2009	7	30.48
5083	Feni (11805)	2009	8	30.88
5084	Feni (11805)	2009	9	31.65
5085	Feni (11805)	2009	10	31.46
5086	Feni (11805)	2009	11	30.11
5087	Feni (11805)	2009	12	26.26
5088	Feni (11805)	2010	1	24.75
5089	Feni (11805)	2010	2	28.59
5090	Feni (11805)	2010	3	31.90
5091	Feni (11805)	2010	4	32.54
5092	Feni (11805)	2010	5	32.28
5093	Feni (11805)	2010	6	30.74
5094	Feni (11805)	2010	7	31.32
5095	Feni (11805)	2010	8	31.76
5096	Feni (11805)	2010	9	31.38
5097	Feni (11805)	2010	10	31.90
5098	Feni (11805)	2010	11	30.38
5099	Feni (11805)	2010	12	26.37
5100	Feni (11805)	2011	1	24.24
5101	Feni (11805)	2011	2	29.00
5102	Feni (11805)	2011	3	31.27
5103	Feni (11805)	2011	4	32.69
5104	Feni (11805)	2011	5	32.47
5105	Feni (11805)	2011	6	31.10
5106	Feni (11805)	2011	7	31.26
5107	Feni (11805)	2011	8	30.54
5108	Feni (11805)	2011	9	31.35
5109	Feni (11805)	2011	10	32.45
5110	Feni (11805)	2011	11	30.04
5111	Feni (11805)	2011	12	26.13
5112	Feni (11805)	2012	1	24.92
5113	Feni (11805)	2012	2	29.12
5114	Feni (11805)	2012	3	31.95
5115	Feni (11805)	2012	4	31.79
5116	Feni (11805)	2012	5	33.45
5117	Feni (11805)	2012	6	31.51
5118	Feni (11805)	2012	7	30.69
5119	Feni (11805)	2012	8	31.64
5120	Feni (11805)	2012	9	31.91
5121	Feni (11805)	2012	10	31.34
5122	Feni (11805)	2012	11	29.21
5123	Feni (11805)	2012	12	25.12
5124	Feni (11805)	2013	1	25.25
5125	Feni (11805)	2013	2	29.35
5126	Feni (11805)	2013	3	32.61
5127	Feni (11805)	2013	4	33.26
5128	Feni (11805)	2013	5	30.11
5129	Feni (11805)	2013	6	32.78
5130	Feni (11805)	2013	7	31.61
5131	Feni (11805)	2013	8	31.36
5132	Feni (11805)	2013	9	32.00
5133	Feni (11805)	2013	10	31.00
5134	Feni (11805)	2013	11	30.06
5135	Feni (11805)	2013	12	26.71
5136	Feni (11805)	2014	1	25.63
5137	Feni (11805)	2014	2	27.47
5138	Feni (11805)	2014	3	31.74
5139	Feni (11805)	2014	4	35.65
5140	Feni (11805)	2014	5	34.49
5141	Feni (11805)	2014	6	32.08
5142	Feni (11805)	2014	7	32.15
5143	Feni (11805)	2014	8	30.96
5144	Feni (11805)	2014	9	31.99
5145	Feni (11805)	2014	10	32.32
5146	Feni (11805)	2014	11	30.70
5147	Feni (11805)	2014	12	26.57
5148	Feni (11805)	2015	1	26.16
5149	Feni (11805)	2015	2	28.98
5150	Feni (11805)	2015	3	32.42
5151	Feni (11805)	2015	4	32.31
5152	Feni (11805)	2015	5	33.34
5153	Feni (11805)	2015	6	31.76
5154	Feni (11805)	2015	7	30.29
5155	Feni (11805)	2015	8	31.58
5156	Feni (11805)	2015	9	32.16
5157	Feni (11805)	2015	10	31.71
5158	Feni (11805)	2015	11	30.29
5159	Feni (11805)	2015	12	26.36
5160	Feni (11805)	2016	1	25.67
5161	Feni (11805)	2016	2	29.58
5162	Feni (11805)	2016	3	32.77
5163	Feni (11805)	2016	4	33.07
5164	Feni (11805)	2016	5	33.45
5165	Feni (11805)	2016	6	33.05
5166	Feni (11805)	2016	7	31.30
5167	Feni (11805)	2016	8	32.48
5168	Feni (11805)	2016	9	33.07
5169	Feni (11805)	2016	10	32.52
5170	Feni (11805)	2016	11	29.23
5171	Feni (11805)	2016	12	28.53
5172	Feni (11805)	2017	1	27.45
5173	Feni (11805)	2017	2	30.28
5174	Feni (11805)	2017	3	29.97
5175	Feni (11805)	2017	4	31.61
5176	Feni (11805)	2017	5	34.15
5177	Feni (11805)	2017	6	32.50
5178	Feni (11805)	2017	7	31.10
5179	Feni (11805)	2017	8	32.42
5180	Feni (11805)	2017	9	32.35
5181	Feni (11805)	2017	10	31.57
5182	Feni (11805)	2017	11	30.62
5183	Feni (11805)	2017	12	27.53
5184	Feni (11805)	2018	1	25.00
5185	Feni (11805)	2018	2	29.39
5186	Feni (11805)	2018	3	32.82
5187	Feni (11805)	2018	4	33.45
5188	Feni (11805)	2018	5	32.25
5189	Feni (11805)	2018	6	32.38
5190	Feni (11805)	2018	7	31.79
5191	Feni (11805)	2018	8	32.70
5192	Feni (11805)	2018	9	33.41
5193	Feni (11805)	2018	10	31.19
5194	Feni (11805)	2018	11	30.74
5195	Feni (11805)	2018	12	26.85
5196	Feni (11805)	2019	1	28.24
5197	Feni (11805)	2019	2	29.01
5198	Feni (11805)	2019	3	31.61
5199	Feni (11805)	2019	4	34.02
5200	Feni (11805)	2019	5	34.46
5201	Feni (11805)	2019	6	33.88
5202	Feni (11805)	2019	7	31.91
5203	Feni (11805)	2019	8	32.98
5204	Feni (11805)	2019	9	32.75
5205	Feni (11805)	2019	10	32.20
5206	Feni (11805)	2019	11	30.66
5207	Feni (11805)	2019	12	25.88
5208	Feni (11805)	2020	1	24.88
5209	Feni (11805)	2020	2	27.85
5210	Feni (11805)	2020	3	32.48
5211	Feni (11805)	2020	4	33.18
5212	Feni (11805)	2020	5	33.40
5213	Feni (11805)	2020	6	32.51
5214	Feni (11805)	2020	7	32.28
5215	Feni (11805)	2020	8	32.65
5216	Feni (11805)	2020	9	32.93
5217	Feni (11805)	2020	10	33.07
5218	Feni (11805)	2020	11	30.86
5219	Feni (11805)	2020	12	27.06
5220	Feni (11805)	2021	1	27.42
5221	Feni (11805)	2021	2	29.81
5222	Feni (11805)	2021	3	34.26
5223	Feni (11805)	2021	4	35.98
5224	Feni (11805)	2021	5	35.63
5225	Feni (11805)	2021	6	31.95
5226	Feni (11805)	2021	7	32.64
5227	Feni (11805)	2021	8	32.42
5228	Feni (11805)	2021	9	34.33
5229	Feni (11805)	2021	10	33.80
5230	Feni (11805)	2021	11	30.97
5231	Feni (11805)	2021	12	27.48
5232	Feni (11805)	2022	1	25.99
5233	Feni (11805)	2022	2	28.49
5234	Feni (11805)	2022	3	33.93
5235	Feni (11805)	2022	4	33.60
5236	Feni (11805)	2022	5	32.84
5237	Feni (11805)	2022	6	31.72
5238	Feni (11805)	2022	7	33.65
5239	Feni (11805)	2022	8	33.70
5240	Feni (11805)	2022	9	32.56
5241	Feni (11805)	2022	10	32.80
5242	Feni (11805)	2022	11	31.78
5243	Feni (11805)	2022	12	28.40
5244	M. Court (11809)	2000	1	25.48
5245	M. Court (11809)	2000	2	26.46
5246	M. Court (11809)	2000	3	30.76
5247	M. Court (11809)	2000	4	33.30
5248	M. Court (11809)	2000	5	32.19
5249	M. Court (11809)	2000	6	31.81
5250	M. Court (11809)	2000	7	31.41
5251	M. Court (11809)	2000	8	31.68
5252	M. Court (11809)	2000	9	31.99
5253	M. Court (11809)	2000	10	31.76
5254	M. Court (11809)	2000	11	29.97
5255	M. Court (11809)	2000	12	26.61
5256	M. Court (11809)	2001	1	25.28
5257	M. Court (11809)	2001	2	29.04
5258	M. Court (11809)	2001	3	32.14
5259	M. Court (11809)	2001	4	34.53
5260	M. Court (11809)	2001	5	32.13
5261	M. Court (11809)	2001	6	30.35
5262	M. Court (11809)	2001	7	31.22
5263	M. Court (11809)	2001	8	32.43
5264	M. Court (11809)	2001	9	31.80
5265	M. Court (11809)	2001	10	31.92
5266	M. Court (11809)	2001	11	29.13
5267	M. Court (11809)	2001	12	25.88
5268	M. Court (11809)	2002	1	25.48
5269	M. Court (11809)	2002	2	28.90
5270	M. Court (11809)	2002	3	32.11
5271	M. Court (11809)	2002	4	32.48
5272	M. Court (11809)	2002	5	31.91
5273	M. Court (11809)	2002	6	31.88
5274	M. Court (11809)	2002	7	31.12
5275	M. Court (11809)	2002	8	31.75
5276	M. Court (11809)	2002	9	32.65
5277	M. Court (11809)	2002	10	32.13
5278	M. Court (11809)	2002	11	29.61
5279	M. Court (11809)	2002	12	26.53
5280	M. Court (11809)	2003	1	23.56
5281	M. Court (11809)	2003	2	28.68
5282	M. Court (11809)	2003	3	30.68
5283	M. Court (11809)	2003	4	33.88
5284	M. Court (11809)	2003	5	33.76
5285	M. Court (11809)	2003	6	30.51
5286	M. Court (11809)	2003	7	32.16
5287	M. Court (11809)	2003	8	32.15
5288	M. Court (11809)	2003	9	32.07
5289	M. Court (11809)	2003	10	31.93
5290	M. Court (11809)	2003	11	29.66
5291	M. Court (11809)	2003	12	25.65
5292	M. Court (11809)	2004	1	24.03
5293	M. Court (11809)	2004	2	28.37
5294	M. Court (11809)	2004	3	31.65
5295	M. Court (11809)	2004	4	31.92
5296	M. Court (11809)	2004	5	34.45
5297	M. Court (11809)	2004	6	31.68
5298	M. Court (11809)	2004	7	31.46
5299	M. Court (11809)	2004	8	31.68
5300	M. Court (11809)	2004	9	30.44
5301	M. Court (11809)	2004	10	30.73
5302	M. Court (11809)	2004	11	29.01
5303	M. Court (11809)	2004	12	27.12
5304	M. Court (11809)	2005	1	25.00
5305	M. Court (11809)	2005	2	28.31
5306	M. Court (11809)	2005	3	31.30
5307	M. Court (11809)	2005	4	34.89
5308	M. Court (11809)	2005	5	34.13
5309	M. Court (11809)	2005	6	33.67
5310	M. Court (11809)	2005	7	31.35
5311	M. Court (11809)	2005	8	31.12
5312	M. Court (11809)	2005	9	32.60
5313	M. Court (11809)	2005	10	31.55
5314	M. Court (11809)	2005	11	29.52
5315	M. Court (11809)	2005	12	26.70
5316	M. Court (11809)	2006	1	25.76
5317	M. Court (11809)	2006	2	31.10
5318	M. Court (11809)	2006	3	32.67
5319	M. Court (11809)	2006	4	34.38
5320	M. Court (11809)	2006	5	33.33
5321	M. Court (11809)	2006	6	32.82
5322	M. Court (11809)	2006	7	31.88
5323	M. Court (11809)	2006	8	32.45
5324	M. Court (11809)	2006	9	31.99
5325	M. Court (11809)	2006	10	32.13
5326	M. Court (11809)	2006	11	29.16
5327	M. Court (11809)	2006	12	26.11
5328	M. Court (11809)	2007	1	24.42
5329	M. Court (11809)	2007	2	27.31
5330	M. Court (11809)	2007	3	31.37
5331	M. Court (11809)	2007	4	33.57
5332	M. Court (11809)	2007	5	34.20
5333	M. Court (11809)	2007	6	32.99
5334	M. Court (11809)	2007	7	31.08
5335	M. Court (11809)	2007	8	32.69
5336	M. Court (11809)	2007	9	31.39
5337	M. Court (11809)	2007	10	31.58
5338	M. Court (11809)	2007	11	29.63
5339	M. Court (11809)	2007	12	26.08
5340	M. Court (11809)	2008	1	25.38
5341	M. Court (11809)	2008	2	26.90
5342	M. Court (11809)	2008	3	31.95
5343	M. Court (11809)	2008	4	34.61
5344	M. Court (11809)	2008	5	34.66
5345	M. Court (11809)	2008	6	31.49
5346	M. Court (11809)	2008	7	30.83
5347	M. Court (11809)	2008	8	31.81
5348	M. Court (11809)	2008	9	32.63
5349	M. Court (11809)	2008	10	31.44
5350	M. Court (11809)	2008	11	29.61
5351	M. Court (11809)	2008	12	26.16
5352	M. Court (11809)	2009	1	26.40
5353	M. Court (11809)	2009	2	29.64
5354	M. Court (11809)	2009	3	32.95
5355	M. Court (11809)	2009	4	34.59
5356	M. Court (11809)	2009	5	34.52
5357	M. Court (11809)	2009	6	33.85
5358	M. Court (11809)	2009	7	31.70
5359	M. Court (11809)	2009	8	32.31
5360	M. Court (11809)	2009	9	32.61
5361	M. Court (11809)	2009	10	32.14
5362	M. Court (11809)	2009	11	29.91
5363	M. Court (11809)	2009	12	25.76
5364	M. Court (11809)	2010	1	24.41
5365	M. Court (11809)	2010	2	28.88
5366	M. Court (11809)	2010	3	33.33
5367	M. Court (11809)	2010	4	34.65
5368	M. Court (11809)	2010	5	34.11
5369	M. Court (11809)	2010	6	32.11
5370	M. Court (11809)	2010	7	32.34
5371	M. Court (11809)	2010	8	32.81
5372	M. Court (11809)	2010	9	32.49
5373	M. Court (11809)	2010	10	32.21
5374	M. Court (11809)	2010	11	30.12
5375	M. Court (11809)	2010	12	25.77
5376	M. Court (11809)	2011	1	23.92
5377	M. Court (11809)	2011	2	28.88
5378	M. Court (11809)	2011	3	31.96
5379	M. Court (11809)	2011	4	33.52
5380	M. Court (11809)	2011	5	33.52
5381	M. Court (11809)	2011	6	31.97
5382	M. Court (11809)	2011	7	31.84
5383	M. Court (11809)	2011	8	31.14
5384	M. Court (11809)	2011	9	31.86
5385	M. Court (11809)	2011	10	32.74
5386	M. Court (11809)	2011	11	29.64
5387	M. Court (11809)	2011	12	24.80
5388	M. Court (11809)	2012	1	24.52
5389	M. Court (11809)	2012	2	29.06
5390	M. Court (11809)	2012	3	32.35
5391	M. Court (11809)	2012	4	33.58
5392	M. Court (11809)	2012	5	34.42
5393	M. Court (11809)	2012	6	32.74
5394	M. Court (11809)	2012	7	31.26
5395	M. Court (11809)	2012	8	31.85
5396	M. Court (11809)	2012	9	32.34
5397	M. Court (11809)	2012	10	31.89
5398	M. Court (11809)	2012	11	28.70
5399	M. Court (11809)	2012	12	24.30
5400	M. Court (11809)	2013	1	24.73
5401	M. Court (11809)	2013	2	29.44
5402	M. Court (11809)	2013	3	33.35
5403	M. Court (11809)	2013	4	34.05
5404	M. Court (11809)	2013	5	31.20
5405	M. Court (11809)	2013	6	33.17
5406	M. Court (11809)	2013	7	31.62
5407	M. Court (11809)	2013	8	31.50
5408	M. Court (11809)	2013	9	32.15
5409	M. Court (11809)	2013	10	31.19
5410	M. Court (11809)	2013	11	29.41
5411	M. Court (11809)	2013	12	25.88
5412	M. Court (11809)	2014	1	24.70
5413	M. Court (11809)	2014	2	27.41
5414	M. Court (11809)	2014	3	31.88
5415	M. Court (11809)	2014	4	35.99
5416	M. Court (11809)	2014	5	35.40
5417	M. Court (11809)	2014	6	32.70
5418	M. Court (11809)	2014	7	32.22
5419	M. Court (11809)	2014	8	31.44
5420	M. Court (11809)	2014	9	32.06
5421	M. Court (11809)	2014	10	32.06
5422	M. Court (11809)	2014	11	29.50
5423	M. Court (11809)	2014	12	24.98
5424	M. Court (11809)	2015	1	24.88
5425	M. Court (11809)	2015	2	28.57
5426	M. Court (11809)	2015	3	32.05
5427	M. Court (11809)	2015	4	32.97
5428	M. Court (11809)	2015	5	34.69
5429	M. Court (11809)	2015	6	32.44
5430	M. Court (11809)	2015	7	30.91
5431	M. Court (11809)	2015	8	32.16
5432	M. Court (11809)	2015	9	32.43
5433	M. Court (11809)	2015	10	31.74
5434	M. Court (11809)	2015	11	29.48
5435	M. Court (11809)	2015	12	25.21
5436	M. Court (11809)	2016	1	24.62
5437	M. Court (11809)	2016	2	29.57
5438	M. Court (11809)	2016	3	33.08
5439	M. Court (11809)	2016	4	34.01
5440	M. Court (11809)	2016	5	33.69
5441	M. Court (11809)	2016	6	33.25
5442	M. Court (11809)	2016	7	31.29
5443	M. Court (11809)	2016	8	32.59
5444	M. Court (11809)	2016	9	33.05
5445	M. Court (11809)	2016	10	32.11
5446	M. Court (11809)	2016	11	28.66
5447	M. Court (11809)	2016	12	26.44
5448	M. Court (11809)	2017	1	25.84
5449	M. Court (11809)	2017	2	29.58
5450	M. Court (11809)	2017	3	30.40
5451	M. Court (11809)	2017	4	32.52
5452	M. Court (11809)	2017	5	35.01
5453	M. Court (11809)	2017	6	33.06
5454	M. Court (11809)	2017	7	31.09
5455	M. Court (11809)	2017	8	32.70
5456	M. Court (11809)	2017	9	32.35
5457	M. Court (11809)	2017	10	31.61
5458	M. Court (11809)	2017	11	30.40
5459	M. Court (11809)	2017	12	26.94
5460	M. Court (11809)	2018	1	24.82
5461	M. Court (11809)	2018	2	29.40
5462	M. Court (11809)	2018	3	32.97
5463	M. Court (11809)	2018	4	33.57
5464	M. Court (11809)	2018	5	32.62
5465	M. Court (11809)	2018	6	32.51
5466	M. Court (11809)	2018	7	31.42
5467	M. Court (11809)	2018	8	32.54
5468	M. Court (11809)	2018	9	33.37
5469	M. Court (11809)	2018	10	31.43
5470	M. Court (11809)	2018	11	30.56
5471	M. Court (11809)	2018	12	26.04
5472	M. Court (11809)	2019	1	27.36
5473	M. Court (11809)	2019	2	28.32
5474	M. Court (11809)	2019	3	31.46
5475	M. Court (11809)	2019	4	33.99
5476	M. Court (11809)	2019	5	35.13
5477	M. Court (11809)	2019	6	34.00
5478	M. Court (11809)	2019	7	31.99
5479	M. Court (11809)	2019	8	32.89
5480	M. Court (11809)	2019	9	32.49
5481	M. Court (11809)	2019	10	31.88
5482	M. Court (11809)	2019	11	29.92
5483	M. Court (11809)	2019	12	25.14
5484	M. Court (11809)	2020	1	24.39
5485	M. Court (11809)	2020	2	27.39
5486	M. Court (11809)	2020	3	32.00
5487	M. Court (11809)	2020	4	33.43
5488	M. Court (11809)	2020	5	33.75
5489	M. Court (11809)	2020	6	32.71
5490	M. Court (11809)	2020	7	32.43
5491	M. Court (11809)	2020	8	32.01
5492	M. Court (11809)	2020	9	32.89
5493	M. Court (11809)	2020	10	32.79
5494	M. Court (11809)	2020	11	30.11
5495	M. Court (11809)	2020	12	26.03
5496	M. Court (11809)	2021	1	26.16
5497	M. Court (11809)	2021	2	28.81
5498	M. Court (11809)	2021	3	33.43
5499	M. Court (11809)	2021	4	35.49
5500	M. Court (11809)	2021	5	35.33
5501	M. Court (11809)	2021	6	31.62
5502	M. Court (11809)	2021	7	32.25
5503	M. Court (11809)	2021	8	32.04
5504	M. Court (11809)	2021	9	33.12
5505	M. Court (11809)	2021	10	33.19
5506	M. Court (11809)	2021	11	29.71
5507	M. Court (11809)	2021	12	25.84
5508	M. Court (11809)	2022	1	24.66
5509	M. Court (11809)	2022	2	27.12
5510	M. Court (11809)	2022	3	33.16
5511	M. Court (11809)	2022	4	33.73
5512	M. Court (11809)	2022	5	33.44
5513	M. Court (11809)	2022	6	32.34
5514	M. Court (11809)	2022	7	33.40
5515	M. Court (11809)	2022	8	33.18
5516	M. Court (11809)	2022	9	32.67
5517	M. Court (11809)	2022	10	32.02
5518	M. Court (11809)	2022	11	30.60
5519	M. Court (11809)	2022	12	27.15
5520	Hatiya (11814)	2000	1	25.03
5521	Hatiya (11814)	2000	2	27.42
5522	Hatiya (11814)	2000	3	29.97
5523	Hatiya (11814)	2000	4	31.57
5524	Hatiya (11814)	2000	5	31.19
5525	Hatiya (11814)	2000	6	30.46
5526	Hatiya (11814)	2000	7	30.06
5527	Hatiya (11814)	2000	8	30.44
5528	Hatiya (11814)	2000	9	30.77
5529	Hatiya (11814)	2000	10	30.73
5530	Hatiya (11814)	2000	11	29.40
5531	Hatiya (11814)	2000	12	26.30
5532	Hatiya (11814)	2001	1	25.29
5533	Hatiya (11814)	2001	2	28.45
5534	Hatiya (11814)	2001	3	32.13
5535	Hatiya (11814)	2001	4	33.58
5536	Hatiya (11814)	2001	5	31.46
5537	Hatiya (11814)	2001	6	29.39
5538	Hatiya (11814)	2001	7	29.73
5539	Hatiya (11814)	2001	8	30.75
5540	Hatiya (11814)	2001	9	30.91
5541	Hatiya (11814)	2001	10	31.00
5542	Hatiya (11814)	2001	11	28.60
5543	Hatiya (11814)	2001	12	27.21
5544	Hatiya (11814)	2002	1	26.14
5545	Hatiya (11814)	2002	2	29.25
5546	Hatiya (11814)	2002	3	31.53
5547	Hatiya (11814)	2002	4	30.94
5548	Hatiya (11814)	2002	5	31.29
5549	Hatiya (11814)	2002	6	30.75
5550	Hatiya (11814)	2002	7	30.31
5551	Hatiya (11814)	2002	8	30.31
5552	Hatiya (11814)	2002	9	31.49
5553	Hatiya (11814)	2002	10	31.14
5554	Hatiya (11814)	2002	11	29.19
5555	Hatiya (11814)	2002	12	27.12
5556	Hatiya (11814)	2003	1	23.85
5557	Hatiya (11814)	2003	2	28.39
5558	Hatiya (11814)	2003	3	29.78
5559	Hatiya (11814)	2003	4	32.49
5560	Hatiya (11814)	2003	5	32.39
5561	Hatiya (11814)	2003	6	29.82
5562	Hatiya (11814)	2003	7	30.54
5563	Hatiya (11814)	2003	8	30.67
5564	Hatiya (11814)	2003	9	30.72
5565	Hatiya (11814)	2003	10	31.52
5566	Hatiya (11814)	2003	11	29.77
5567	Hatiya (11814)	2003	12	26.27
5568	Hatiya (11814)	2004	1	24.65
5569	Hatiya (11814)	2004	2	27.84
5570	Hatiya (11814)	2004	3	30.80
5571	Hatiya (11814)	2004	4	30.45
5572	Hatiya (11814)	2004	5	32.96
5573	Hatiya (11814)	2004	6	30.99
5574	Hatiya (11814)	2004	7	30.01
5575	Hatiya (11814)	2004	8	29.88
5576	Hatiya (11814)	2004	9	30.51
5577	Hatiya (11814)	2004	10	31.13
5578	Hatiya (11814)	2004	11	29.35
5579	Hatiya (11814)	2004	12	27.34
5580	Hatiya (11814)	2005	1	25.96
5581	Hatiya (11814)	2005	2	29.40
5582	Hatiya (11814)	2005	3	30.45
5583	Hatiya (11814)	2005	4	32.75
5584	Hatiya (11814)	2005	5	32.77
5585	Hatiya (11814)	2005	6	32.04
5586	Hatiya (11814)	2005	7	30.09
5587	Hatiya (11814)	2005	8	30.07
5588	Hatiya (11814)	2005	9	31.32
5589	Hatiya (11814)	2005	10	31.11
5590	Hatiya (11814)	2005	11	29.15
5591	Hatiya (11814)	2005	12	27.02
5592	Hatiya (11814)	2006	1	26.21
5593	Hatiya (11814)	2006	2	29.76
5594	Hatiya (11814)	2006	3	32.64
5595	Hatiya (11814)	2006	4	32.50
5596	Hatiya (11814)	2006	5	32.57
5597	Hatiya (11814)	2006	6	31.57
5598	Hatiya (11814)	2006	7	30.19
5599	Hatiya (11814)	2006	8	30.75
5600	Hatiya (11814)	2006	9	31.08
5601	Hatiya (11814)	2006	10	31.38
5602	Hatiya (11814)	2006	11	29.71
5603	Hatiya (11814)	2006	12	26.92
5604	Hatiya (11814)	2007	1	25.37
5605	Hatiya (11814)	2007	2	27.24
5606	Hatiya (11814)	2007	3	31.16
5607	Hatiya (11814)	2007	4	31.61
5608	Hatiya (11814)	2007	5	32.55
5609	Hatiya (11814)	2007	6	31.46
5610	Hatiya (11814)	2007	7	30.07
5611	Hatiya (11814)	2007	8	30.79
5612	Hatiya (11814)	2007	9	30.54
5613	Hatiya (11814)	2007	10	30.82
5614	Hatiya (11814)	2007	11	29.45
5615	Hatiya (11814)	2007	12	26.26
5616	Hatiya (11814)	2008	1	25.49
5617	Hatiya (11814)	2008	2	26.38
5618	Hatiya (11814)	2008	3	30.73
5619	Hatiya (11814)	2008	4	33.06
5620	Hatiya (11814)	2008	5	32.96
5621	Hatiya (11814)	2008	6	30.32
5622	Hatiya (11814)	2008	7	29.86
5623	Hatiya (11814)	2008	8	30.75
5624	Hatiya (11814)	2008	9	31.70
5625	Hatiya (11814)	2008	10	31.33
5626	Hatiya (11814)	2008	11	29.85
5627	Hatiya (11814)	2008	12	26.95
5628	Hatiya (11814)	2009	1	26.96
5629	Hatiya (11814)	2009	2	30.13
5630	Hatiya (11814)	2009	3	32.25
5631	Hatiya (11814)	2009	4	32.95
5632	Hatiya (11814)	2009	5	33.11
5633	Hatiya (11814)	2009	6	32.58
5634	Hatiya (11814)	2009	7	30.08
5635	Hatiya (11814)	2009	8	30.66
5636	Hatiya (11814)	2009	9	31.45
5637	Hatiya (11814)	2009	10	31.49
5638	Hatiya (11814)	2009	11	30.44
5639	Hatiya (11814)	2009	12	26.81
5640	Hatiya (11814)	2010	1	25.55
5641	Hatiya (11814)	2010	2	29.46
5642	Hatiya (11814)	2010	3	32.71
5643	Hatiya (11814)	2010	4	32.84
5644	Hatiya (11814)	2010	5	32.66
5645	Hatiya (11814)	2010	6	31.32
5646	Hatiya (11814)	2010	7	30.87
5647	Hatiya (11814)	2010	8	31.61
5648	Hatiya (11814)	2010	9	31.48
5649	Hatiya (11814)	2010	10	32.18
5650	Hatiya (11814)	2010	11	30.99
5651	Hatiya (11814)	2010	12	27.13
5652	Hatiya (11814)	2011	1	25.48
5653	Hatiya (11814)	2011	2	29.27
5654	Hatiya (11814)	2011	3	31.41
5655	Hatiya (11814)	2011	4	32.49
5656	Hatiya (11814)	2011	5	32.12
5657	Hatiya (11814)	2011	6	30.78
5658	Hatiya (11814)	2011	7	30.72
5659	Hatiya (11814)	2011	8	30.20
5660	Hatiya (11814)	2011	9	30.44
5661	Hatiya (11814)	2011	10	32.03
5662	Hatiya (11814)	2011	11	30.30
5663	Hatiya (11814)	2011	12	26.36
5664	Hatiya (11814)	2012	1	25.54
5665	Hatiya (11814)	2012	2	29.39
5666	Hatiya (11814)	2012	3	31.85
5667	Hatiya (11814)	2012	4	32.30
5668	Hatiya (11814)	2012	5	33.02
5669	Hatiya (11814)	2012	6	31.50
5670	Hatiya (11814)	2012	7	30.46
5671	Hatiya (11814)	2012	8	30.78
5672	Hatiya (11814)	2012	9	31.03
5673	Hatiya (11814)	2012	10	31.35
5674	Hatiya (11814)	2012	11	29.48
5675	Hatiya (11814)	2012	12	25.85
5676	Hatiya (11814)	2013	1	25.58
5677	Hatiya (11814)	2013	2	29.75
5678	Hatiya (11814)	2013	3	32.44
5679	Hatiya (11814)	2013	4	33.28
5680	Hatiya (11814)	2013	5	30.45
5681	Hatiya (11814)	2013	6	31.71
